,Return 1,Return 2
0,0.0,0.0
1,0.22846927426727034,-0.2563811293281592
2,-0.9190479295213482,0.8805106786989328
3,-1.4227136038100394,1.9376588087520836
4,-0.5550309084300329,0.7047197292072329
5,0.2618653248672459,-0.4724172345430698
6,-0.3673304206080836,0.4525157331468967
7,0.5881510343769953,-1.0112656330808092
8,-0.02555438939890603,-0.9655953510124989
9,0.14849796821424127,-0.41551682242169174
10,-0.053701352228173994,0.055599742713041925
11,0.18870566731896557,-0.317815823034549
12,-0.21651816664891094,0.5452817668591069
13,0.48931735795781534,-1.1285451803970987
14,0.09438444242713631,0.43106116877810335
15,-0.33406461613723937,0.2621136351141139
16,-0.5117187153267685,0.1724548233926641
17,0.1331519679107174,-0.09288964015090467
18,0.29654525306351,-1.1834994976989497
19,-1.1695466178642204,1.1838795704435487
20,-2.3811397436236175,2.1614497832846746
21,0.7592511061625583,-1.1110535981968066
22,-0.4893810041797933,0.3548870742469878
23,-0.23611378359488855,0.09459218252188133
24,-0.389908595678637,0.5408022466972708
25,1.261130981400402,-0.8032995299472123
26,1.429849056156977,-1.191066030678068
27,-0.12357505736626058,-1.1682401985326425
28,1.6319805075859457,-1.492222072550251
29,2.0645767028046236,-1.9507770654329524
30,1.373518090957597,-2.3064076209169624
31,0.6309350278787778,-0.05620309320294279
32,1.798957187412177,-0.9126368205249907
33,-0.5813433679343074,-0.5953940659050962
34,0.9582684276700987,0.8351283856072309
35,-0.5912310260141812,-0.2405921159567581
36,0.872359520981379,0.6485991960183902
37,1.5256464450649982,1.588445098038084
38,-0.4905754365265081,-0.5758494791074603
39,-0.3709354385541217,-0.21612058092611414
40,-0.7563407290249085,-0.06050907563375849
41,1.0947604882420794,1.2624909040856163
42,0.1962256931226521,0.6714352255682132
43,0.7683920725857489,0.2286350151847877
44,1.3498306985470472,0.3862890031186289
45,-0.5420707629461089,-0.8614577588583789
46,-0.22943331641068704,-0.14170731506724651
47,0.27133787176169993,0.208287158759221
48,-0.5340879446086987,-0.10313572522699352
49,0.8022470601448777,0.9979866782659929
50,-0.1794810052091671,-0.49787805182411676
51,1.4027470630858387,0.5294017848443258
52,-1.5855255239601096,-1.122866069922158
53,-0.37271831164911184,-0.2920326061638648
54,-0.5015695287865026,-0.8405783682565686
55,-0.24697744651014197,-1.1715321991070218
56,-0.578825697560223,-0.4559102285581962
57,-0.48338979903873197,-0.7038336270003622
58,1.3058100801215327,1.6463903446760242
59,-0.4086978256475949,-0.3839209438174392
60,0.35793912222127167,0.3358055793464649
61,0.0527575091299742,0.2614093138963581
62,0.8119254402442142,0.678253970873652
63,-0.8778183665689928,-0.5634922775167993
64,-0.7987759602239152,-0.6287366563119738
65,0.4307927262123199,0.9137204410485859
66,0.27667288521603123,0.6222216085224375
67,-0.6462398121717822,-1.4281860656091105
68,0.7105336982613428,1.4343636732355838
69,0.8557995239867665,1.4014247995127125
70,1.9902373249633487,2.2884370642961964
71,1.437052552581915,1.3777359204318198
72,-0.30523389885460217,-0.5443168128365443
73,0.3827950842167444,1.4240886771180372
74,0.8515911675533397,1.2914861442679137
75,-0.4955841041514049,-0.04762547962987707
76,0.8400308507962295,0.24127734519282473
77,0.5045965469738136,0.2824187533763948
78,-1.5394290103061647,-1.9364974259250216
79,0.10490387875945656,0.20629514233536622
80,0.39491376151065577,0.4129403932675171
81,-0.12441153466201764,-0.2965967794879026
82,0.049534721421125465,0.2016696167691419
83,0.09630311812193068,0.07864749155023787
84,-0.19046896096465527,-0.26600561634243
85,0.8825622052765746,1.3947727392460605
86,0.3107944322977581,0.8184884772246513
87,-0.2679193906266872,-0.2957211758059623
88,0.011446655969393984,0.08588448023378607
89,-0.35367151010407455,-0.9205638813509031
90,0.703078879312956,0.3480352271106471
91,1.0493143790154258,1.0693673909913883
92,1.6014578206467018,1.7727716952423538
93,-1.2235400850830505,-0.8740969937602867
94,2.0590206311979076,1.607081527188311
95,-0.44868883862076425,-0.8148335509428482
96,-0.5222242218116029,-0.44116619214925373
97,-0.7916572851377849,-0.8416476003797856
98,0.5160311046050885,0.8069404666657238
99,1.0641867562875933,0.5422096784368028
100,0.9528224078869335,0.8488181117154134
101,0.6245634196451532,0.4499019508106965
102,1.845243621868438,2.8019342842194472
103,0.8825511142816255,1.3640372219292844
104,0.259482441589171,-0.08583216371372208
105,1.026872240573662,-0.3315105530275812
106,-0.11590193766404291,0.26153711774700533
107,-1.6204643543668984,1.7153686906977077
108,-0.9989885753241534,1.247709237294979
109,-0.11323066912285305,0.3440856192088542
110,1.6708567621438077,-1.406968771499849
111,-1.188822366294669,1.0902575061868107
112,0.9897126234349622,-1.0774582714854173
113,-0.11659699494109987,0.00876240532705074
114,0.8057989334989815,-2.512626441246502
115,-0.6628582550687144,0.9364455976269072
116,1.8776393106441687,-1.6763960924014447
117,2.144743401083302,-1.6856607711930336
118,-1.2474152061533592,0.2073432705726893
119,0.9370382088993361,-0.6127069956300176
120,0.7784819956135863,-1.2572264856191442
121,1.615654028282152,-1.0869339916570686
122,-0.61616661149783,0.5856595436494308
123,-0.3354955647320097,0.9981127513791914
124,0.3765489123895636,-1.1636086108260837
125,1.6294820265342516,-2.006808699656318
126,0.22871081462835663,0.1683617401286225
127,1.5293187589651618,1.57120036435012
128,-0.09663425976067286,-0.37832185989700784
129,1.6366400686224114,1.2520119416114026
130,-1.069280783259539,-0.25190703992232927
131,-0.08831425929049798,0.16705066645292616
132,-0.3967824785618413,-0.23282990149481614
133,-0.45410609600814333,-0.25974597939776933
134,1.1984177609601456,0.5549590731222576
135,-0.7097302519124873,-0.40863141220498383
136,0.4629069590390458,-0.3864773534337279
