ACWI,SCZ
-0.00865483551868973,-0.0126513164605608
0.00226501054492712,0.000644448479272697
-0.00251695263187823,-0.0024187954605841
0.00490227099741425,-0.000322952663570852
0.0056267351556718,0.00386850389445748
-0.00224691534271937,-0.00516129685800237
0.00747023027935967,0.00483948739607065
-0.000868644247780104,-0.000482877744543586
-0.000620963084967841,0
0.00730241937089904,0.00433771190421961
0.00270937639842472,0.000320571526192914
-0.00542601912318297,-0.00610837877536241
0.000741626207813262,0.00370161429160998
0.00012358233240839,-0.00241257097670289
-0.00831225928792101,-0.00646202109146454
-0.0187367682752884,-0.0196405782398532
0.00934937808568748,0.00658983473453834
-0.00012569335252266,-0.00131452253980324
0,-0.00164552404035057
-0.0177647293446297,-0.013429719642299
0.00676237064136753,-0.00200499534368603
0.0170211320769376,0.0180662928928346
0.00945636194825461,0.010620109815215
0.00197950897849886,-0.0016265207695465
-0.00657211623017773,-0.0108020664637101
0.00496404017272756,0.00410543311039824
0.00506272192082324,0.00881064448846303
0.00662905565685623,0.00372922261079456
-0.00453741335932634,-0.00372922261079456
0.000982823538019595,-0.000812595346278755
-0.00393700907905448,-0.0111166174987787
0.00418251728015306,0.00557372488681285
-0.00578642709685973,-0.00508068882299995
-0.00780911634247605,-0.00593278946080922
-0.034949140016165,-0.0422003544903768
-0.0259788498832405,-0.0168655867825507
0.000925371133527975,-0.00245785572993906
-0.0356436298591456,-0.0352420204745583
-0.0105995436343207,-0.00657650885387495
0.0325397891430344,0.0150980223203514
-0.0241334750519169,-0.00543084677142947
0.0402124749327921,0.0238554588654312
-0.0310600559840104,-0.0331561242915686
-0.017973969784137,-0.012537042603888
-0.0783021360932725,-0.0779114158876739
0.0449398656703721,0.0339149456157948
-0.0530577832491366,-0.0551987979180137
-0.103433623982171,-0.121400549943987
0.0691936412218537,0.0370118546072464
-0.118955176192598,-0.115167225075322
0.0605832122995622,0.0244608037313903
-0.0619916954924333,-0.0575174428789773
0.00632247661128726,-0.00362599173337985
-0.0322005504962633,0
-0.0178771545696774,-0.00520294514411024
0.0782145587583765,0.0823273452668678
0.0270354909872346,0.0281841891703643
0.0513429992385444,0.054534217809993
-0.0297099090472459,-0.0182999900397647
0.0218097258697814,0.00740490340600664
-0.00748353493966025,0.00223319180092574
-0.0469538919548107,-0.0451719895777405
0.0199011665932227,0.0139052598364096
-0.015055290127223,-0.0325136663451073
0.0598496331770493,0.0516617356809896
0.00109846533603708,0.0174578913251016
0.0238660748596091,0.0182483203786425
0.0144433818495244,0.0287758765497395
-0.00803215312296235,-0.0095715024149321
0.0253901174478841,0.0152706554252684
-0.0252379358442099,-0.0368744332070747
0.00425078471586104,0.00977951400009447
0.0269033626292146,0.0207604545023945
-0.0147072083306403,-0.0100053501441124
-0.0311599509951792,-0.0172641976536174
0.0231965886979433,0.013835136398276
-0.00105651951108765,0.0059931423385664
0.0102164393893824,0.0129335121738299
0.0161616141760561,0.0113113293035929
0.000147101057513588,0.0101545103613638
0.0261263483136771,0.0266519967123426
-0.0155937580503513,-0.0139495325619103
-0.0266918079128393,-0.0209841167052089
0.00328250950969,0.00249175267965063
0.0069769634404615,0.00124347287719306
-0.00533968370656357,-0.00519158068420245
0.0131493277015533,0.0187692396925159
0.0164499653461805,0.0190251122717151
0.00101016954719579,0.00240286320261296
-0.0170198031159217,-0.0181640017046352
-0.0132921981762806,-0.00633361113111386
0.00622498173415753,-0.0107151334365962
0.000886096046826879,0.00310265453802927
0.0333897046352503,0.0366995349547712
-0.0101887811240324,-0.00819594494013431
0.0165930861152326,0.0204635887786502
-0.00883441360609449,-0.00651078594378785
-0.00114566572687203,0
0.0185965692007928,0.0338619214315172
0.0124398754590525,0.00629476252786843
0.000833173994418957,0.00606636352941159
0.00235666795023359,0.00339623543758982
0.0126583716243838,0.0221672230079482
0.0108785821509754,0.0115396660342442
0.0162321499761928,0.0173320658412814
-0.00547074102824663,-0.00340652284613885
0.0226214969815413,0.0153273469509534
0.0115743463716482,0.0116055432658495
-0.00883113110516387,-0.0131986076128694
-0.00274321526648436,-0.00639775787032715
-0.0578895860881392,-0.0594998627962924
0.014311526601654,0.0185590047262063
-0.0016409513435951,-0.00334884601669927
0.0164238384240578,0.0120405551790355
-0.000538660347410236,0.00550863000770763
-0.00121297054107483,-0.00385284542947417
-0.00568027163056506,-0.00700982507270487
0.00998655858278319,0.0114118472536817
0.00468884872676867,0.00347131871896345
-0.0238042368905207,-0.0228750364570023
0.0106195526487181,0.00836204367957949
-0.0195560786240341,-0.0137882131759208
0.0113972286634079,0.00729042199858743
0.00653245872149277,-0.00130462596860248
0.00743290712188749,0.00539387374543576
0.00924756923446957,0.00462663915350703
0.0190280904280904,0.0155723305886704
-0.0117175900386819,-0.0124383621094442
0.0102767539967283,0.00751814000916884
-0.00617977403957326,-0.0126852043052819
0.00801318718448663,0.00920816832324345
-0.00880481617250961,-0.00846836958868646
0.0123311915098103,0.0117626680874552
0.00985999368227741,0.0109032932115705
-0.0060861467241482,-0.00416560153739543
0.003500869344923,0.00434628865009401
0.00876294634671382,0.00684319370335373
0.00307453303357175,0.00750938924236788
0.00319264684732445,0.00479788498512335
-0.0103813497898964,-0.00711622879243468
-0.00594392582697001,-0.00375636053995532
0.0110839255531632,0.0129975933787847
-0.00681629284389462,-0.00549886190194471
0.0118026487394145,0.00920687177107027
-0.00652554448308695,-0.0102747019618903
-0.00295691360760841,-0.0197812323443554
0.0105021420653717,0.0171066915982907
0.00521004626910404,0.00835636882563584
0.00682080327839163,0.00986620707655384
0.0035184601873528,0.00315071679880852
-0.0045260399894369,-0.00280013910262422
0.00251695263187823,0.00192588339479194
-0.00352554867505006,0.00401507666114043
0.0156438960247209,0.0162436371462924
-0.00211322310713857,-0.00343408242230225
-0.00224243652145528,-0.00344591599351318
0.00720770887573252,0.00927683897457321
0.00111374725392732,0.00324368411455556
-0.00545697504713782,-0.00890258652331522
0.000994334462304458,0.00240466255881344
0.00161386519194462,-0.00378139363523111
0.0106108408008181,0.0109608803533838
0.0039196483581696,0
0.00815732473079489,0.00966190591364047
-0.0030360093305255,-0.0089808073714055
0.00763312913868131,0.00847462699097257
-0.0060532873607464,-0.00236565485327223
0.0085847707148643,0.00169030591933872
0.0113726559957215,0.00924608165646035
