ACWI,SPY
-0.00865483551868973,-0.00760104839862841
0.00226501054492712,0.00380779332143621
-0.00251695263187823,-0.00281573781969069
0.00490227099741425,0.00531538430947887
0.0056267351556718,0.0067577639106311
-0.00224691534271937,-0.00288185392445861
0.00747023027935967,0.00685380628486065
-0.000868644247780104,-0.00152578601884557
-0.000620963084967841,0.00225730746158437
0.00730241937089904,0.00828397849424611
0.00270937639842472,0.0031076970399111
-0.00542601912318297,-0.00196011947887698
0.000741626207813262,0.000120754997974259
0.00012358233240839,0.00114621580495289
-0.00831225928792101,-0.00893285853596826
-0.0187367682752884,-0.016159270785999
0.00934937808568748,0.010424653738216
-0.00012569335252266,-0.000826366980095195
0,0.00324009936027014
-0.0177647293446297,-0.018324781429623
0.00676237064136753,0.00740108389797189
0.0170211320769376,0.0151262950114743
0.00945636194825461,0.0114818396116059
0.00197950897849886,0.00335920668867828
-0.00657211623017773,-0.00534390991423006
0.00496404017272756,0.00743759561792956
0.00506272192082324,0.00173154978848977
0.00662905565685623,0.00642210564149703
-0.00453741335932634,-0.00106753616850597
0.000982823538019595,0.0016008319963019
-0.00393700907905448,-0.0025803258874646
0.00418251728015306,0.00476984130991909
-0.00578642709685973,-0.00411670860314572
-0.00780911634247605,-0.0103516611333436
-0.034949140016165,-0.0337278413923334
-0.0259788498832405,-0.0307707506031409
0.000925371133527975,-0.00368499626391916
-0.0356436298591456,-0.0459514675368382
-0.0105995436343207,-0.00421039057374184
0.0325397891430344,0.0423950046601229
-0.0241334750519169,-0.0290503624763483
0.0402124749327921,0.0411736370118589
-0.0310600559840104,-0.0338067502413786
-0.017973969784137,-0.0166692756330198
-0.0783021360932725,-0.0813125230418672
0.0449398656703721,0.0504505872938106
-0.0530577832491366,-0.0499767384502885
-0.103433623982171,-0.100568860566243
0.0691936412218537,0.0820280921987333
-0.118955176192598,-0.115886537477016
0.0605832122995622,0.0525849209492364
-0.0619916954924333,-0.0519597510025376
0.00632247661128726,0.00212272254132895
-0.0322005504962633,-0.0499133730395753
-0.0178771545696774,-0.0259007554583413
0.0782145587583765,0.0867309943625374
0.0270354909872346,0.0148592336190374
0.0513429992385444,0.0567486987697192
-0.0297099090472459,-0.0302382599913109
0.0218097258697814,0.0319595253458065
-0.00748353493966025,-0.0150175865941238
-0.0469538919548107,-0.0460490414887795
0.0199011665932227,0.0228131825524169
-0.015055290127223,-0.0145596722536618
0.0598496331770493,0.0650067374854304
0.00109846533603708,0.00101896095997489
0.0238660748596091,0.0330172948385927
0.0144433818495244,0.0151027383769158
-0.00803215312296235,-0.00917208781678802
0.0253901174478841,0.0290663225822359
-0.0252379358442099,-0.0214770915029217
0.00425078471586104,0.00481269578035359
0.0269033626292146,0.0266569616898131
-0.0147072083306403,-0.0177750248160562
-0.0311599509951792,-0.0308337633906497
0.0231965886979433,0.0219518265168928
-0.00105651951108765,-7.17314540876757E-05
0.0102164393893824,0.013842458314099
0.0161616141760561,0.0143154848169935
0.000147101057513588,-0.00460902666348595
0.0261263483136771,0.0258416992758646
-0.0155937580503513,-0.00935428177285314
-0.0266918079128393,-0.0268301619925877
0.00328250950969,0.00275442916374047
0.0069769634404615,0.00919690234313197
-0.00533968370656357,-0.00680180181100809
0.0131493277015533,0.0119945931930063
0.0164499653461805,0.0164107999498642
0.00101016954719579,0.000205140898395406
-0.0170198031159217,-0.0201328914127066
-0.0132921981762806,-0.0178441293009017
0.00622498173415753,0.0118962698955176
0.000886096046826879,0.00458643275255799
0.0333897046352503,0.0300050077334415
-0.0101887811240324,-0.0103242948947333
0.0165930861152326,0.0168453346761304
-0.00883441360609449,-0.00692788564106195
