Date,ACWI,SPY,TLT,VWO
2008-03-31,-0.015691305525678434,0.0034917806946532792,0.0035519921753284223,0.0058663217255543465
2008-04-01,0.02660958871215735,0.03455552208864443,-0.020651867545073088,0.029033158502028922
2008-04-02,0.010995546775924403,0.0006585660381777103,0.0021269491251301176,-0.00020667705695753824
2008-04-03,0.005647000073133235,0.0024840836184241155,0.0022284626573867428,0.010484259492841819
2008-04-04,-0.0005826702882387735,-0.0010951258751177306,0.009074670703128618,-0.001739813139820967
2008-04-07,0.0058117023746158125,0.0005112822653536853,-0.005265941774538874,0.00490450929137598
2008-04-08,0.0061621549303452205,-0.0010227145494381418,-0.0034907128288619305,-0.0020405776276017917
2008-04-09,-0.018797205511406734,-0.007262129549747698,0.01033106090586422,-0.007792535238920983
2008-04-10,0.0,0.0013978478431395658,-0.0033616976657295794,0.017145029385537747
2008-04-11,-0.015971897375197663,-0.019599731345587124,0.0067121321730247985,-0.018587132921492167
2008-04-14,0.003967411449766534,-0.003379615031247063,-0.005870627639181336,0.0013391426404667506
2008-04-15,0.0027679575710579662,0.0023294357718750547,-0.012484295656222777,0.016843163689408414
2008-04-16,0.013530917594466896,0.026733425533659982,-0.009842790033268045,0.020737028376260458
2008-04-17,0.013350273425587478,0.0014603649295441556,-0.0017217658572175054,-0.006166133423397557
2008-04-18,0.010895638893871684,0.010380034999132093,-0.0008619958852804643,0.010025416709993795
2008-04-21,0.004552391807300271,0.0005054133199831057,0.00398045552154791,0.009730263748302992
2008-04-22,-0.009125529843331037,-0.004412467633197359,0.0034297964751770493,-0.008743111892481448
2008-04-23,0.00247975454256677,-0.0015961783682083563,-0.0033224140478766984,0.012258060022085182
2008-04-24,0.0003808884439648885,0.00434724699231559,-0.008517122333784322,-0.005865104580283997
2008-04-25,0.003991317663651461,0.009211339723432133,-0.005863855597247003,0.009464882239327732
2008-04-28,0.008123220148161803,0.00021486787402480445,0.003044791196184171,-0.00907279327774857
2008-04-29,-0.011543331814139801,-0.003946781618616058,0.0037929981296844772,-0.016999828403263084
2008-04-30,0.013423002906801429,-0.005913389518702239,0.007113671632291485,0.01621549668604816
2008-05-01,-0.0030092151198184425,0.020474626871616053,-0.0035505102889716866,0.014314487811630805
2008-05-02,0.0061965839355222485,0.0027597894880226903,-0.01269064347701665,0.0067450338250663044
2008-05-05,0.0028040307908638873,-0.004816844934236286,0.0,-0.003174092033180198
2008-05-06,0.006697710811772062,0.008625627572046213,-0.0072305712797229305,0.008824133126321243
2008-05-07,-0.016829146877940904,-0.01797113900064584,0.004278896253796738,-0.023771522716434124
2008-05-08,0.003388563272417766,-0.002583614183678584,0.008937469020319888,0.0037091038188141745
2008-05-09,-0.0043318561987386595,-0.001870170781060665,0.00368240783436935,-0.00517704481601422
2008-05-12,0.010140949169493041,0.01116859271151327,-0.0015146534236878395,0.007706988123919789
2008-05-13,0.0011204739175760814,0.00014230094348910427,-0.010995724974331544,0.0036860770502715745
2008-05-14,0.0022371174315756193,0.0020622837170209962,0.0004377904852121972,0.002127877986393134
2008-05-15,0.01055858078798666,0.012425112111881909,0.009040983409845715,0.020086744117126187
2008-05-16,0.0084404002815468,0.0009117072176776375,-0.004129147319047455,0.010924987723425428
2008-05-19,-0.00036550545024294223,0.002730038309540994,0.0013057972428969222,0.004952112635882244
2008-05-20,-0.00991927547374738,-0.00814213561198418,0.005206121877623815,-0.023672554851938088
2008-05-21,-0.006853762881092518,-0.017059151733152866,0.00021629684131241333,-0.007856701363164742
2008-05-22,0.001485918379420248,0.00014329042083183197,-0.011858881587676784,0.011381715693403294
2008-05-23,-0.015713008227447922,-0.013494667410443917,0.004368183180535112,-0.02689189940577652
2008-05-27,0.007700288606264483,0.007383343430181988,-0.006778892386084756,0.003316069964864443
2008-05-28,-0.0001871482143656067,0.0046049827685124,-0.008926228175484496,0.004566008145101108
2008-05-29,0.006156195804372988,0.0050125199157351474,-0.007220982339085857,0.007531889581734674
2008-05-30,-0.0011165124633363277,0.002496923686407193,0.006556631077625497,-0.0016367227689002561
2008-06-02,-0.007662870013878109,-0.010385140477211507,0.0002215557906737331,-0.0056044387010163454
2008-06-03,-0.002442023779232194,-0.005848585840968923,0.007172377191187351,-0.017497081740345255
2008-06-04,-0.010207973418019822,-0.0005069868296994073,-0.008945860918542436,-0.014001555747728656
2008-06-05,0.021243345332927266,0.01979974636115589,-0.006008707540365421,0.02917036840771159
2008-06-06,-0.026768764976092374,-0.03241346033119363,0.0128633804977909,-0.035389695858799364
2008-06-09,-0.006132631197051985,0.0024183943858089307,0.0,-0.003225156022644615
2008-06-10,-0.009852337828036184,-0.004989683685670876,-0.006521926243657106,-0.021942951979134317
2008-06-11,-0.012109502385037274,-0.014821673168416538,-0.002331640291053816,-0.004239742190284446
2008-06-12,0.0005893091225699365,0.0038004033072711607,-0.010054844433560639,0.0063013545464793985
2008-06-13,0.00685005699433372,0.01256481427363454,-0.002135613824506777,0.0004118286384513503
2008-06-16,0.006609669262763518,0.0005874281254332203,0.0002249847312159048,0.008711287140700907
2008-06-17,-0.00019382107064247478,-0.004856436299192524,0.002022930630316999,-0.007374073001061188
2008-06-18,-0.007196353900570163,-0.009784432727687253,0.008385090244423132,0.008801618773054187
2008-06-19,-0.0133623586419378,0.0012654795309536837,-0.0059181544794153496,-0.01312838116610271
2008-06-20,-0.007147154068715356,-0.021354167346172126,0.0058067907161936105,-0.03210175472955212
2008-06-23,0.003381444990918858,-0.0009885176139770024,0.002113369831532097,0.002129893723093801
2008-06-24,-0.00997813095919664,-0.001979855257141949,0.00664452587673825,-0.002129893723093801
2008-06-25,0.010772115015978745,0.004714800499574956,0.0004414137789483519,0.017751948082219027
2008-06-26,-0.025317850680331322,-0.027535980049918862,0.0067073824766490375,-0.03257345099932962
2008-06-27,0.0018298297992731527,-0.005473871685373943,0.011657806991558495,0.008189724033972556
2008-06-30,0.003851979037940101,0.0035224064745369432,0.00021657796571172838,0.004497257517649178
2008-07-01,-0.007718853212632215,0.0031206259762344146,-0.005974008214719717,-0.027951141474200192
2008-07-02,-0.015826051141146547,-0.01728519255645189,0.005215656003676017,-0.025368503829372724
2008-07-03,-0.004151983598501996,0.0010297220959598619,-0.002169871223678399,0.0024760983329743524
2008-07-07,0.003944749859917884,-0.010265485804704433,0.004551353484139042,-0.006993855497156254
2008-07-08,-0.002905156507647,0.017601352439464257,0.006466220319659932,0.008117307766839499
2008-07-09,-0.0022885813274959865,-0.019442718235651135,0.0043947085056936785,-0.02731781391038446
2008-07-10,-0.003338201571907007,0.004078554401324652,-0.00010698044124612949,0.031128240677343655
2008-07-11,-0.007341374969571213,-0.011720505987511842,-0.01432821916938476,-0.009666261603201942
2008-07-14,-0.004007992370039126,-0.00908503270411476,0.008750636913831045,0.005181932087876984
2008-07-15,-0.010411263125856163,-0.014197467668875419,-0.0003227236723821747,-0.023188137447329282
2008-07-16,0.00956539894446573,0.024251045636750845,-0.018241551018023827,0.02744868049122573
2008-07-17,0.013239681783212554,0.009953508757055474,-0.005163441439758998,0.017742826263310363
2008-07-18,0.00083466408782229,0.006210756549406504,-0.0037519793660942824,-0.010830068709081875
2008-07-21,0.004370969574045702,0.0005554870042789872,0.0038621411153325624,0.0019980060467470473
2008-07-22,-0.00041546442693185526,0.011280838037535545,-0.004968319067209848,-0.010926671003580246
2008-07-23,0.013414662255795129,0.005397977573434964,-0.0019942429445851673,0.009150825200379131
2008-07-24,-0.021341300836370536,-0.020972039762837014,0.009712082485880735,-0.017707446979339014
2008-07-25,-0.00020941085755543654,-0.00023904361753945835,-0.010044829199649108,0.0
2008-07-28,-0.01201159759121806,-0.014772297747821739,0.010044829199649108,0.003386338283376311
2008-07-29,0.011173355410867725,0.021127541695758367,-0.004072010686257954,-0.0018046027115987684
2008-07-30,0.005852833981996763,0.017660676601470193,0.0009919685509389708,0.01590355116401554
2008-07-31,-0.0025041526377496126,-0.013314709108205314,0.009866354443587078,-0.009152867708913881
2008-08-01,-0.011769815864991262,-0.00529664983413447,-0.00141910677238144,-0.0022451395166229737
2008-08-04,-0.010199823823389131,-0.00931725467136335,-0.002296704474524347,-0.033599348064481394
2008-08-05,0.016102087813815835,0.026605103985735568,-0.007473386718862329,0.01316263527052497
2008-08-06,0.01128532555105366,0.004430743618374144,-0.004090015605467734,0.014349433283700197
2008-08-07,-0.01930396015408853,-0.015003724279412545,0.016151548506647018,-0.030305341532283148
2008-08-08,0.011166212671633424,0.018410637851189016,0.0027210901143606137,0.003722662326472115
2008-08-11,0.0014655021092191411,0.010304701975256236,-0.00961122776764256,-0.012149692535060375
2008-08-12,-0.007770677212608046,-0.010459224343973617,0.009285100906048172,-0.003768253250217235
2008-08-13,-0.0048610375682445195,-0.006048395755152924,-0.0034854592527535644,-0.002362445913282496
2008-08-14,0.000847118104306599,0.007516101863309643,0.0064168618666302635,0.006600745170409095
2008-08-15,-0.0040301770439028495,0.004851612485483159,0.008635665249234314,-0.013959770869930388
2008-08-18,-0.009181239119368634,-0.013768772562622544,0.003968927038881631,-0.0231392079548991
2008-08-19,-0.01251900695735797,-0.010964175470200566,-0.0038614292042122855,-0.009309162187268072
2008-08-20,0.00584734640781015,0.0046353067871125475,0.0027902411962381635,0.02934608711513853
2008-08-21,0.01009778491451252,0.0017229326565857406,-0.0018235260802885733,-0.004791594314656145
2008-08-22,0.0034144261050901292,0.01437189908520331,-0.0006443728952474359,0.004791594314656145
2008-08-25,-0.01697316715424524,-0.0204939369613637,0.009941824207968963,-0.031070430262418736
2008-08-26,0.004755681356425345,0.002908714384048494,0.0008505497834310205,0.0034457180528035813
2008-08-27,0.007091505643133544,0.009686861720269668,0.0016990942307915091,0.019224363605516714
2008-08-28,0.01234316626736387,0.012054836611184783,0.00010611783063474434,0.0009635534498695364
2008-08-29,-0.00466393479832794,-0.01081182188771379,-0.004465778838571133,-0.011381583212632052
2008-09-02,-0.013693051080013507,-0.006230999597136133,0.00563208981745511,-0.03494345847218305
2008-09-03,-0.013883073541037128,-0.0008598164632624972,0.004229612922562964,-0.008612012195890806
2008-09-04,-0.026786307748517313,-0.030568840728594004,0.007987453443497827,-0.033892814642284996
2008-09-05,-0.00382147630653229,0.0031394623849116954,-0.0005234848745709897,-0.002635007377348675
2008-09-08,0.010752781208979378,0.020445402008753888,0.004180544291017441,0.01544735855448387
2008-09-09,-0.029164515262973367,-0.030136940885784114,0.009859501613287414,-0.04354293367601603
2008-09-10,0.014801625403279228,0.004049572190408135,-0.006215688280644116,0.001356015170707714
2008-09-11,-0.0006784080245569868,0.01436449600922618,-0.0005197552303073394,0.0024360588223801827
2008-09-12,0.011693420081278383,0.00461045494876533,-0.012976300184056377,0.012892994163148597
2008-09-15,-0.0483208056017177,-0.04875447746363548,0.03192636639554003,-0.07478568619849346
2008-09-16,0.0072472877360434396,0.016598937441813177,-0.0002040265633933558,-0.013609627256486512
2008-09-17,-0.04404945971189722,-0.04600532985332961,0.004987519821217035,-0.06847240641893881
2008-09-18,0.038677508468757615,0.02923986473460971,-0.014728657431558823,0.05968759910633903
2008-09-19,0.05423979168745641,0.033173958207641796,-0.03225074567490793,0.13643162605863157
2008-09-22,-0.021525559613488898,-0.02289962905114251,-0.00010644533840942216,-0.06712511596939796
2008-09-23,-0.021767403023575493,-0.02301439440369446,-0.0038387828654924405,-0.03405289697796254
2008-09-24,-0.0004633142607692875,0.0032002490513827198,0.004370815132476835,0.016054412631036463
2008-09-25,0.02336333126208512,0.015518420891517337,-0.002023132666365335,0.03648732878487415
2008-09-26,-0.005220748451035373,0.0004965863265873338,0.007221784852164959,-0.028694392688549453
2008-09-29,-0.09820459253738667,-0.08160234102131003,0.028685147998858795,-0.11567128008347805
2008-09-30,0.035999918905800676,0.04055620857445685,-0.024672076197096438,0.07579607351372397
2008-10-01,0.004108722854349711,0.0006033156503200132,0.009440975868138857,-0.012775975748779977
2008-10-02,-0.04287421501577082,-0.03694860343278794,0.0080071583129806,-0.07680911358087084
2008-10-03,-0.018293223780032175,-0.013592199638982727,0.008765185832018574,-0.015583071286764838
2008-10-06,-0.05264373348542195,-0.05227634139649329,0.018009304419639882,-0.08911147514119078
2008-10-07,-0.04561956346653462,-0.04582000446475387,-0.003029647045464934,-0.07001953620091106
2008-10-08,-0.021733721817282614,-0.02551517003888293,-0.014466489051343068,-0.0026340445263293155
