timeStamp,MSCISmallCap,7XactOMXC25,9MSCIACWI,8MSCIWorld,4SparStabObl,3MajGlObl,MSCIEM,6DkInd,1MSCIMinVol,5BankKortObl,2MajDkObl
2021-03-24,5.882,159.5,55.85,64.512,139.0,102.45,52.732,184.25,45.795,89.2,100.2
2021-03-25,5.832,159.48,55.68,64.29,139.25,102.4,52.702,183.6,45.865,89.24,100.25
2021-03-26,5.949,162.44,56.19,64.902,139.05,102.5,53.024,187.7,46.2,89.22,100.2
2021-03-29,5.887,163.76,56.42,65.154,139.05,102.6,53.416,188.45,46.78,89.2,100.15
2021-03-30,5.928,164.16,56.77,65.52,139.0,102.4,54.04,188.95,46.635,,100.0
2021-03-31,5.961,166.6,56.95,65.694,139.1,102.55,54.178,191.35,46.535,89.1,100.2
2021-04-01,6.014,,57.24,65.96,,,54.804,,46.545,,
2021-04-06,6.058,167.06,57.71,66.63,139.3,102.5,54.836,192.75,46.755,89.1,100.2
2021-04-07,6.005,165.7,57.28,66.23,139.05,102.5,53.8,191.8,46.53,89.16,100.3
2021-04-08,5.989,168.5,57.56,66.524,139.05,102.8,54.206,194.6,46.685,89.18,100.35
2021-04-09,6.014,169.84,57.67,66.76,139.05,102.45,53.608,196.15,46.705,89.18,100.3
2021-04-12,5.999,168.14,57.61,66.742,139.3,102.45,53.224,194.35,46.715,89.16,100.15
2021-04-13,6.003,169.7,57.75,66.878,139.05,102.15,53.438,195.8,46.61,89.14,100.05
2021-04-14,6.056,168.78,57.78,66.898,139.2,102.35,53.724,194.5,46.555,89.16,100.1
2021-04-15,6.054,169.6,58.07,67.256,139.2,102.2,53.908,195.35,46.995,89.12,100.05
2021-04-16,6.077,171.36,58.23,67.444,138.9,102.35,54.078,197.3,47.14,89.12,99.84
2021-04-19,6.016,170.74,57.84,66.998,139.1,102.15,53.652,196.8,46.95,89.08,99.82
2021-04-20,5.901,168.4,57.07,66.068,138.85,102.15,53.206,193.85,46.845,89.08,99.74
2021-04-21,5.966,170.34,57.51,66.612,139.2,102.1,53.348,195.1,47.125,89.1,99.98
2021-04-22,6.052,174.06,57.85,67.14,138.95,102.2,53.752,198.95,47.195,89.12,100.05
2021-04-23,6.033,173.96,57.81,66.886,139.2,102.3,53.988,198.9,47.09,89.12,100.1
2021-04-26,6.091,174.26,57.9,67.056,139.2,102.3,53.958,199.7,46.865,89.12,100.05
2021-04-27,6.109,176.6,57.84,66.922,139.2,102.2,54.152,201.3,46.705,89.1,100.05
2021-04-28,6.084,176.06,57.85,66.942,139.15,102.1,54.254,201.5,46.41,89.1,99.88
2021-04-29,6.056,174.46,57.71,66.806,139.05,101.85,53.936,200.2,46.35,89.38,99.72
2021-04-30,6.058,,57.77,66.97,,,53.69,,46.59,,
2021-05-03,6.071,174.62,57.87,67.134,139.0,102.0,53.596,200.4,46.96,89.08,99.68
2021-05-04,5.99,171.4,57.18,66.338,139.2,102.3,52.906,197.2,46.71,89.12,99.98
2021-05-05,6.058,174.8,57.96,67.246,139.1,102.3,53.594,201.0,46.995,89.12,100.05
2021-05-06,5.993,172.9,57.7,66.856,139.15,102.45,53.628,199.4,47.05,89.12,100.1
2021-05-07,6.049,175.42,58.09,67.31,138.9,102.75,54.042,202.0,47.175,89.12,100.0
2021-05-10,6.048,175.16,57.91,67.23,139.2,102.323,53.098,201.7,47.425,89.12,99.88
2021-05-11,5.91,170.74,56.82,65.922,138.8,102.15,52.504,196.8,46.685,89.1,99.72
2021-05-12,5.89,169.8,56.55,65.656,138.85,102.2,51.87,195.7,46.58,89.06,99.68
2021-05-13,5.834,,56.58,65.758,,,51.68,,46.7,,
2021-05-14,5.92,,57.11,66.376,,,52.13,,46.975,,
2021-05-17,5.915,171.8,56.91,66.134,138.85,101.8,52.024,197.75,46.82,89.06,99.5
2021-05-18,5.941,173.32,57.02,66.074,138.85,101.7,52.678,200.1,46.74,89.0,99.18
2021-05-19,5.807,171.94,56.09,64.998,138.55,101.25,52.308,198.5,46.22,88.92,98.72
2021-05-20,5.893,175.12,57.05,66.164,138.55,101.55,52.762,202.0,46.89,88.88,98.64
2021-05-21,5.925,177.16,57.26,66.486,138.55,101.7,52.426,204.1,47.015,88.92,98.98
2021-05-25,5.912,177.72,57.37,66.55,138.7,101.6,52.95,204.7,46.735,88.98,99.08
2021-05-26,5.943,177.62,57.59,66.756,138.6,101.75,53.408,204.3,46.855,89.0,99.4
2021-05-27,5.999,176.16,57.77,66.978,138.6,101.9,53.608,202.5,46.855,89.02,99.22
2021-05-28,6.017,178.4,58.02,67.234,138.8,101.95,54.034,205.0,47.04,89.02,99.46
2021-05-31,5.992,177.3,57.7,66.77,138.55,101.8,54.288,203.8,46.725,89.0,99.02
2021-06-01,6.03,177.94,57.95,66.97,138.8,101.75,54.84,205.1,46.65,89.0,99.04
2021-06-02,6.054,176.24,58.19,67.234,138.55,101.85,55.092,203.6,46.8,89.0,98.92
2021-06-03,6.054,176.28,58.23,67.358,138.55,101.8,54.966,203.4,47.1,88.98,98.66
2021-06-04,6.061,177.46,58.42,67.57,138.35,101.85,55.07,205.3,47.28,88.96,98.6
2021-06-07,6.099,178.0,58.3,67.486,138.4,101.85,54.632,205.9,47.255,88.98,98.64
2021-06-08,6.107,177.94,58.32,67.548,138.75,102.2,54.524,205.2,47.26,89.0,98.82
2021-06-09,6.13,179.1,58.42,67.666,138.55,102.3,54.482,206.4,47.475,89.06,99.0
2021-06-10,6.108,178.92,58.61,67.836,138.5,102.1,54.878,205.9,47.72,89.04,99.04
2021-06-11,6.157,178.84,58.97,68.292,138.5,102.45,54.954,206.4,47.86,89.08,99.14
2021-06-14,6.15,180.5,58.94,68.224,138.75,102.25,55.116,207.9,47.775,89.06,98.98
2021-06-15,6.105,181.32,58.91,68.276,138.7,102.3,54.642,208.5,47.845,89.06,99.06
2021-06-16,6.133,182.9,59.04,68.45,138.65,102.25,54.734,209.9,47.905,89.04,99.02
2021-06-17,6.141,181.94,59.65,69.114,138.65,102.45,55.328,208.5,48.265,89.02,99.02
2021-06-18,6.077,180.62,59.14,68.428,138.8,102.7,55.11,207.2,47.97,89.06,99.1
2021-06-21,6.107,181.22,59.36,68.814,138.8,102.55,54.872,207.6,48.18,89.02,99.18
2021-06-22,6.125,181.56,59.6,69.176,138.85,102.45,54.696,208.3,48.375,89.02,99.18
2021-06-23,6.128,180.28,59.51,68.95,138.9,102.8,55.17,207.1,47.965,89.06,99.5
2021-06-24,6.173,182.1,59.91,69.424,138.65,102.85,55.558,208.6,48.165,89.06,99.66
2021-06-25,6.219,182.14,60.04,69.56,,102.8,55.912,209.2,48.28,89.06,99.48
2021-06-28,6.188,183.0,60.04,69.522,138.7,102.8,56.014,210.0,48.43,89.04,99.56
2021-06-29,6.204,184.5,60.29,69.852,138.75,102.85,55.89,210.8,48.62,89.02,99.4
2021-06-30,6.195,184.14,60.33,69.934,138.85,103.25,56.05,210.3,48.66,89.02,99.52
2021-07-01,6.219,186.28,60.42,70.102,138.9,103.15,55.634,212.7,48.77,89.02,99.54
2021-07-02,6.227,185.66,60.7,70.5,138.9,103.2,55.572,212.6,49.04,,99.76
2021-07-05,6.242,186.12,60.83,70.694,138.8,103.05,55.26,213.5,49.09,89.08,99.7
2021-07-06,6.174,187.68,60.64,70.5,139.0,103.15,54.996,214.8,49.055,89.12,99.62
2021-07-07,6.191,189.76,61.0,70.996,139.0,103.15,54.924,217.0,49.605,89.16,99.76
2021-07-08,6.095,188.0,60.06,69.964,139.1,102.95,53.612,214.9,49.1,89.18,100.15
2021-07-09,6.175,186.74,60.74,70.776,138.8,102.95,54.29,213.9,49.33,89.2,99.88
2021-07-12,6.198,189.52,60.96,71.044,139.05,103.15,54.368,216.6,49.49,,99.92
2021-07-13,6.185,189.62,61.31,71.416,138.75,103.05,55.078,216.3,49.785,89.14,99.66
2021-07-14,6.134,189.5,61.09,71.134,139.1,102.9,54.936,216.0,49.65,89.12,99.52
2021-07-15,6.08,187.56,60.96,70.914,139.05,103.0,55.3,214.3,49.62,89.14,99.84
2021-07-16,6.058,186.7,60.71,70.642,139.1,103.2,54.872,213.3,49.805,89.14,99.96
2021-07-19,5.915,185.12,59.57,69.286,138.85,102.95,53.82,210.6,49.29,89.14,100.1
2021-07-20,6.01,184.76,60.26,70.172,139.2,102.8,54.044,210.4,49.76,89.18,100.2
2021-07-21,6.099,188.24,60.68,70.704,,102.95,54.126,213.8,49.75,89.18,100.15
2021-07-22,6.091,190.4,60.99,71.08,139.2,103.0,54.54,216.0,49.855,89.18,100.2
2021-07-23,6.135,190.12,61.48,71.858,139.25,103.25,53.764,215.9,50.26,89.2,100.2
2021-07-26,6.138,188.96,61.19,71.724,139.25,103.15,52.726,215.5,50.1,89.2,100.4
2021-07-27,6.065,187.74,60.51,71.028,139.0,103.25,51.082,214.3,49.965,89.22,100.65
2021-07-28,6.129,190.08,61.07,71.536,139.05,103.3,52.67,215.9,50.1,89.22,100.75
2021-07-29,6.18,189.3,61.14,71.56,139.0,103.35,52.92,215.7,49.97,,100.7
2021-07-30,6.154,190.76,60.83,71.216,139.25,103.45,52.606,216.8,50.1,89.24,100.65
2021-08-02,6.176,190.74,61.09,71.486,139.3,103.4,53.014,217.4,50.17,89.26,100.6
2021-08-03,6.152,191.4,60.99,71.372,139.05,103.5,52.834,217.4,50.2,89.28,100.7
2021-08-04,6.165,194.34,61.32,71.686,139.3,103.7,53.474,219.9,50.24,,100.9
2021-08-05,6.204,195.5,61.56,71.984,139.3,103.7,53.56,220.7,50.27,89.28,100.85
2021-08-06,6.239,193.4,61.84,72.412,139.3,103.65,53.244,218.9,50.54,89.28,100.55
2021-08-09,6.23,195.22,61.97,72.512,139.35,103.4,53.632,220.9,50.63,89.28,100.55
2021-08-10,6.266,195.1,62.19,72.77,139.3,103.65,53.73,221.3,50.78,89.28,100.55
2021-08-11,6.25,194.5,62.19,72.818,139.3,103.75,53.636,220.8,50.93,89.26,100.5
2021-08-12,6.267,193.88,62.24,72.958,139.05,103.55,53.298,219.5,50.92,89.46,100.55
2021-08-13,6.255,195.32,62.1,72.874,139.05,103.55,52.856,221.5,50.98,89.28,100.45
2021-08-16,6.218,195.58,61.9,72.652,139.3,103.45,52.444,220.3,51.13,89.28,100.5
2021-08-17,6.16,196.92,62.01,72.856,139.3,103.45,52.052,221.9,51.54,89.28,100.7
2021-08-18,6.213,198.58,62.01,72.86,139.3,103.45,52.264,222.4,51.44,89.28,100.5
2021-08-19,6.08,196.6,61.29,72.07,139.05,103.4,51.132,220.3,51.28,89.28,100.55
2021-08-20,6.121,197.96,61.67,72.552,139.3,103.3,51.102,221.6,51.67,89.28,100.4
2021-08-23,6.189,199.0,62.09,73.066,139.0,103.25,51.446,222.1,51.69,89.28,100.4
2021-08-24,6.236,197.78,62.34,73.162,139.2,103.4,52.756,221.4,51.44,89.28,100.55
2021-08-25,6.287,196.5,62.4,73.22,139.05,103.7,52.828,220.0,51.25,89.26,100.3
2021-08-26,6.25,196.36,62.11,72.936,139.05,103.4,52.402,219.8,51.09,,100.3
2021-08-27,6.319,196.2,62.33,73.184,139.1,103.5,52.728,219.8,51.15,89.22,100.25
2021-08-30,6.332,197.04,62.62,73.526,139.05,103.6,52.896,221.0,51.29,89.22,100.15
2021-08-31,6.321,195.0,62.67,73.434,138.85,103.5,53.658,219.5,51.16,89.2,100.15
2021-09-01,6.325,196.34,62.65,73.334,138.95,103.45,54.124,220.6,51.09,,99.96
2021-09-02,6.385,198.88,62.8,73.516,139.0,103.4,54.004,223.3,51.23,89.22,100.15
2021-09-03,6.356,197.96,62.67,73.402,139.0,103.25,53.908,222.6,51.34,89.22,100.0
2021-09-06,6.4,199.36,63.1,73.86,139.0,103.35,54.404,224.0,51.59,89.2,100.0
2021-09-07,6.366,198.8,62.8,73.474,138.75,103.1,54.41,223.1,51.16,89.18,99.86
2021-09-08,6.297,195.86,62.54,73.244,138.75,103.2,53.696,220.3,51.32,89.16,99.64
2021-09-09,6.334,195.54,62.6,73.368,139.0,103.3,53.516,220.7,51.24,89.16,99.62
2021-09-10,6.302,193.98,62.33,72.99,139.05,103.25,53.638,218.7,50.84,89.18,99.68
2021-09-13,6.308,194.36,62.28,72.868,139.1,103.35,53.634,218.0,50.81,89.18,
2021-09-14,6.283,195.06,62.1,72.774,139.05,103.4,53.284,219.0,50.75,89.16,99.6
2021-09-15,6.28,192.82,61.94,72.616,138.8,103.2,52.804,216.2,50.68,89.18,99.42
2021-09-16,6.306,194.04,62.17,72.942,138.8,102.9,52.698,217.4,50.73,89.12,99.16
2021-09-17,6.29,193.18,62.01,72.734,138.95,103.0,52.7,216.9,50.61,89.12,98.92
2021-09-20,6.17,189.7,60.87,71.42,138.95,103.05,51.482,212.1,50.18,89.12,99.22
2021-09-21,6.225,193.56,61.31,72.002,138.65,102.9,51.572,216.5,50.55,,99.16
2021-09-22,6.291,194.0,61.71,72.334,138.8,102.85,52.42,217.4,50.42,89.12,99.0
2021-09-23,6.356,197.08,62.2,73.016,138.45,102.85,52.48,220.7,50.62,89.08,98.86
2021-09-24,6.343,193.9,62.05,72.822,138.55,102.65,52.162,217.4,50.42,89.02,98.46
2021-09-27,6.394,190.98,62.17,72.962,138.55,102.9,52.466,214.3,50.19,89.02,98.48
2021-09-28,6.282,186.32,61.06,71.616,138.4,102.7,51.896,209.8,49.33,,98.56
2021-09-29,6.277,186.98,61.49,72.11,138.55,102.9,51.97,209.7,49.905,89.04,98.44
2021-09-30,6.293,185.56,61.44,72.014,138.4,102.95,52.546,208.2,49.89,89.04,98.56
2021-10-01,6.261,182.76,61.11,71.566,138.4,103.05,52.022,205.9,49.47,89.14,98.76
2021-10-04,6.213,179.54,60.35,70.714,138.7,103.05,51.08,203.0,49.01,89.12,99.0
2021-10-05,6.286,181.42,61.36,72.06,138.65,103.3,51.814,204.3,49.615,89.16,99.08
2021-10-06,6.193,181.48,60.93,71.502,138.4,103.2,51.472,204.5,49.34,89.1,98.88
2021-10-07,6.342,183.52,62.31,73.022,138.5,103.15,52.818,207.6,50.2,89.12,99.04
2021-10-08,6.323,181.6,62.05,72.674,138.55,103.35,52.76,205.2,49.94,89.1,98.92
2021-10-11,6.326,180.32,62.24,72.886,138.25,103.1,53.116,202.8,50.07,89.06,98.78
2021-10-12,6.307,181.82,61.83,72.396,138.55,103.15,52.79,204.4,49.92,89.36,99.04
2021-10-13,6.313,186.42,61.68,72.158,138.3,103.25,53.048,208.8,49.765,89.06,98.96
2021-10-14,6.399,184.98,62.59,73.356,138.6,103.4,53.256,207.8,50.47,89.04,99.44
2021-10-15,6.459,187.08,63.17,73.928,138.65,103.6,54.01,209.7,50.61,89.1,99.22
2021-10-18,6.419,187.48,63.14,73.936,138.55,103.3,53.938,210.3,50.52,89.1,99.0
2021-10-19,6.435,189.56,63.49,74.314,138.4,103.2,54.346,213.4,50.56,89.02,98.8
2021-10-20,6.456,191.04,63.68,74.576,138.4,103.1,54.452,214.2,50.89,89.0,98.82
2021-10-21,6.434,191.76,63.52,74.424,138.25,103.05,53.946,214.9,50.84,89.0,98.82
2021-10-22,6.456,194.16,63.61,74.646,138.25,103.1,53.888,217.2,51.09,88.98,98.72
2021-10-25,6.526,194.0,64.04,75.056,138.4,103.1,54.352,217.3,51.36,89.0,98.82
2021-10-26,6.53,194.48,64.39,75.578,138.2,103.2,54.374,217.5,51.42,89.02,98.9
2021-10-27,6.463,193.96,64.07,75.23,138.15,103.25,53.85,216.9,51.1,89.08,98.94
2021-10-28,6.447,195.0,63.84,75.04,138.1,103.0,53.216,216.9,50.86,88.92,98.84
2021-10-29,6.499,194.18,64.31,75.708,137.9,103.05,53.128,216.5,51.31,88.82,98.5
2021-11-01,6.588,195.2,64.51,75.888,137.85,102.85,53.396,218.3,51.28,88.86,98.6
2021-11-02,6.591,196.0,64.68,76.182,138.0,103.15,53.032,219.5,51.55,88.94,98.92
2021-11-03,6.64,195.12,64.65,76.148,138.35,103.05,52.982,220.0,51.55,89.0,98.84
2021-11-04,6.677,196.18,65.32,76.942,138.15,103.3,53.224,220.5,51.95,89.08,99.22
2021-11-05,6.735,193.1,65.6,77.314,138.6,103.5,53.292,218.1,51.73,89.06,99.26
2021-11-08,6.745,196.0,65.51,77.144,138.6,103.55,53.582,219.9,51.49,89.1,99.34
2021-11-09,6.698,196.72,65.27,76.89,138.55,103.6,53.508,221.2,51.59,89.1,99.46
2021-11-10,6.718,194.96,65.56,77.17,,103.4,53.98,219.7,52.08,89.08,99.26
2021-11-11,6.724,197.46,65.72,77.254,138.3,103.4,54.828,221.7,52.18,88.98,98.84
2021-11-12,6.737,199.1,66.12,77.722,138.35,103.4,54.986,223.4,52.58,88.94,98.82
2021-11-15,6.763,197.84,66.4,78.08,138.0,103.4,55.044,222.3,52.74,89.0,98.56
2021-11-16,6.79,197.52,66.95,78.766,137.9,103.35,55.366,221.7,53.16,89.0,98.46
2021-11-17,6.751,197.48,66.91,78.676,138.3,103.4,55.274,221.5,52.99,89.0,98.44
2021-11-18,6.723,196.8,66.54,78.386,138.0,103.35,54.404,219.7,52.67,89.04,98.52
2021-11-19,6.713,196.44,66.81,78.696,138.4,103.65,54.612,220.0,53.06,89.1,98.78
2021-11-22,6.735,194.68,67.12,79.118,138.2,103.55,54.516,218.5,53.26,89.1,98.92
2021-11-23,6.623,188.58,66.23,78.072,138.05,103.25,54.068,212.2,52.8,89.02,98.64
2021-11-24,6.67,187.6,66.87,78.754,138.05,103.55,54.392,211.3,53.1,89.04,98.6
2021-11-25,6.694,190.04,67.03,78.968,138.05,103.5,54.504,213.9,53.14,89.04,98.8
2021-11-26,6.393,188.38,64.64,76.298,138.35,103.15,51.88,211.2,52.17,89.1,99.02
2021-11-29,6.452,187.72,65.42,77.22,138.15,103.25,52.464,211.0,52.56,89.08,98.96
2021-11-30,6.347,186.28,64.58,76.196,138.55,102.95,52.236,210.3,51.94,89.12,98.9
2021-12-01,6.43,187.46,65.41,76.974,138.4,102.95,53.574,210.9,52.06,89.08,98.74
2021-12-02,6.309,182.36,64.35,75.71,138.35,103.15,53.26,205.7,51.64,89.1,99.06
2021-12-03,6.295,181.32,64.07,75.416,138.6,103.3,52.48,204.6,51.73,89.12,99.22
2021-12-06,6.365,181.94,64.76,76.294,138.3,103.35,52.72,205.3,52.3,89.16,99.22
2021-12-07,6.567,188.62,66.45,78.332,138.5,103.8,53.88,211.9,53.07,89.12,99.32
2021-12-08,6.512,189.62,65.97,77.716,138.4,104.05,53.732,214.6,52.46,89.18,99.48
2021-12-09,6.486,190.74,66.17,77.956,138.6,104.0,53.844,214.0,52.85,89.18,99.64
2021-12-10,6.411,188.68,65.7,77.532,138.6,103.85,53.434,212.0,52.87,89.2,99.5
2021-12-13,6.356,188.9,65.6,77.422,138.6,103.95,52.79,212.2,53.14,89.2,99.64
2021-12-14,6.347,184.78,64.99,76.676,138.7,103.7,52.606,208.8,52.98,89.22,99.64
2021-12-15,6.278,186.76,64.98,76.696,138.75,103.8,52.06,210.3,53.24,89.22,99.52
2021-12-16,6.391,189.68,65.9,77.808,138.5,103.8,52.716,212.9,53.88,89.18,99.66
2021-12-17,6.357,187.66,65.34,77.254,138.55,103.75,52.49,210.9,53.66,89.26,99.56
2021-12-20,6.173,184.14,63.85,75.462,138.55,103.65,51.31,208.3,52.8,89.26,99.42
2021-12-21,6.355,186.2,65.05,76.79,138.7,103.8,52.47,210.1,53.21,89.2,99.42
2021-12-22,6.413,189.4,65.61,77.576,138.7,103.9,52.576,213.1,53.35,89.24,99.3
2021-12-23,6.505,190.44,66.28,78.424,138.4,103.8,52.936,215.1,53.79,89.24,99.22
2021-12-27,6.512,192.54,66.69,78.878,138.3,103.95,53.154,217.4,53.91,89.12,99.22
2021-12-28,6.564,192.68,67.03,79.336,138.2,103.85,53.074,218.2,54.35,89.14,99.2
2021-12-29,6.533,193.18,66.66,78.96,138.4,104.05,52.62,218.1,54.21,89.08,99.2
2021-12-30,6.541,194.4,66.93,79.246,138.2,104.2,52.738,219.2,54.4,89.22,99.3
2022-01-03,6.575,194.7,66.93,79.082,138.2,104.1,53.644,220.5,53.92,89.16,99.38
2022-01-04,6.621,192.44,67.25,79.53,138.25,104.3,53.436,218.3,54.25,89.12,99.48
2022-01-05,6.605,192.08,67.01,79.268,138.15,104.15,53.038,218.3,54.06,89.14,99.3
2022-01-06,6.487,186.04,66.05,78.032,138.35,103.65,52.726,212.6,53.46,89.14,99.24
2022-01-07,6.443,184.3,65.67,77.518,138.35,103.8,52.904,211.0,52.91,89.14,99.22
2022-01-10,6.328,180.3,64.91,76.476,138.0,103.75,52.966,206.7,52.43,89.1,99.06
2022-01-11,6.407,182.1,65.81,77.456,137.95,103.85,53.962,208.1,52.51,89.06,99.28
2022-01-12,6.408,183.8,66.12,77.81,138.0,104.0,54.504,210.9,52.6,89.04,99.52
2022-01-13,6.415,183.68,65.87,77.572,138.25,103.65,54.072,210.6,52.34,89.06,99.3
2022-01-14,6.317,179.86,65.07,76.54,138.2,103.65,53.834,206.8,51.81,89.02,99.32
2022-01-17,6.383,180.12,65.54,77.188,138.2,103.65,53.904,207.0,52.15,89.02,99.44
2022-01-18,6.288,176.74,64.89,76.282,137.85,103.6,53.544,203.4,51.81,89.0,99.34
2022-01-19,6.227,178.44,64.61,75.958,138.1,103.75,53.66,204.5,52.02,88.96,99.28
2022-01-20,6.279,180.2,65.25,76.57,138.25,103.85,54.684,206.8,52.37,89.02,99.34
2022-01-21,6.13,175.32,63.75,74.8,138.15,103.8,53.62,201.9,51.6,89.02,99.18
2022-01-24,5.895,169.7,61.24,71.694,138.2,103.45,51.806,194.8,50.34,89.12,99.18
2022-01-25,5.958,169.54,61.85,72.436,138.15,103.5,52.202,194.5,50.6,89.02,98.98
2022-01-26,6.083,172.72,63.12,73.98,137.85,103.65,52.592,198.25,50.94,89.0,98.96
2022-01-27,6.063,173.7,63.39,74.498,137.65,103.9,52.584,199.15,51.38,88.94,98.94
2022-01-28,5.928,171.1,62.62,73.64,137.5,103.7,51.91,196.6,50.88,88.9,98.78
2022-01-31,6.07,175.2,63.86,74.934,137.5,103.7,53.208,200.8,51.54,88.84,98.24
2022-02-01,6.163,175.56,64.36,75.614,137.4,103.4,53.672,201.3,51.59,88.84,98.24
2022-02-02,6.134,179.58,64.48,75.828,137.05,103.3,53.194,206.0,51.93,88.78,98.26
2022-02-03,6.046,174.98,63.4,74.444,136.9,102.9,52.34,200.6,51.21,88.7,97.9
2022-02-04,5.96,170.8,62.88,73.752,135.9,102.5,52.162,196.25,50.71,88.4,97.62
2022-02-07,6.01,171.58,63.07,74.148,135.75,102.25,52.24,196.65,50.93,88.34,97.22
2022-02-08,6.064,168.08,63.39,74.466,135.65,101.3,52.736,167.05,51.07,87.96,96.18
2022-02-09,6.161,174.06,64.27,75.524,135.7,101.3,53.476,173.9,51.49,87.94,96.3
2022-02-10,6.174,173.04,63.89,75.094,135.6,101.2,53.51,172.65,50.96,87.88,96.3
2022-02-11,6.143,170.96,63.54,74.544,135.7,101.05,53.418,170.95,50.83,87.8,95.84
2022-02-14,6.106,166.86,62.92,73.882,135.6,101.05,52.766,166.8,50.6,87.8,95.7
2022-02-15,6.15,171.8,63.47,74.486,135.05,100.4,53.41,170.95,50.94,87.98,95.26
2022-02-16,6.166,171.16,63.27,74.154,135.35,100.85,53.65,170.25,50.44,87.76,94.98
2022-02-17,6.112,169.5,62.96,73.822,135.6,100.75,53.662,168.85,50.39,,95.36
2022-02-18,6.045,166.32,62.24,72.964,135.4,100.7,52.9,166.45,50.26,87.88,95.48
2022-02-21,5.966,163.18,61.61,72.138,135.45,100.65,52.476,163.15,50.0,87.92,95.44
2022-02-22,5.978,164.26,61.63,72.258,135.3,100.7,52.14,164.2,50.01,87.82,95.38
2022-02-23,5.935,162.96,61.35,71.894,,100.55,51.978,163.0,49.865,87.78,95.3
2022-02-24,5.871,164.08,60.35,70.898,,,50.11,,49.755,,
2022-02-25,6.048,169.1,62.28,73.204,135.2,100.05,51.298,166.9,50.79,87.88,95.0
2022-02-28,6.148,173.66,62.63,73.652,135.35,99.78,51.118,170.75,51.0,87.9,95.14
2022-03-01,6.074,172.26,62.14,73.074,136.25,99.04,51.212,169.4,51.21,88.16,95.18
2022-03-02,6.154,169.64,62.74,74.164,136.0,99.04,51.13,166.85,51.67,88.24,95.26
2022-03-03,6.111,169.22,62.53,73.684,136.05,99.06,50.784,166.6,51.85,88.12,95.58
2022-03-04,6.024,165.64,61.78,72.934,136.0,99.18,50.036,163.25,52.34,88.52,95.6
2022-03-07,5.998,167.02,61.44,72.6,135.9,98.46,49.107,163.2,52.73,88.18,95.06
2022-03-08,5.915,166.18,60.29,71.172,135.55,98.5,48.311,162.3,51.64,88.08,94.8
2022-03-09,6.019,168.5,61.11,72.178,135.7,98.06,48.888,165.25,51.46,88.0,94.9
2022-03-10,5.963,166.74,60.59,71.57,135.25,98.3,48.216,163.8,51.18,87.82,94.82
2022-03-11,6.048,167.82,61.22,72.454,134.8,98.34,48.087,166.0,51.89,87.78,94.76
2022-03-14,5.973,169.14,60.37,71.622,134.65,98.3,46.75,167.9,51.53,87.68,94.82
2022-03-15,5.986,169.88,60.97,72.376,134.75,98.5,46.409,167.85,52.12,87.68,95.2
2022-03-16,6.127,174.34,62.34,73.786,134.95,98.5,49.097,173.25,52.45,87.86,95.06
2022-03-17,6.159,178.3,62.51,74.01,134.7,98.64,49.079,175.9,52.56,87.74,95.24
2022-03-18,6.246,180.48,63.58,75.212,134.95,99.0,50.214,177.8,52.98,,95.12
2022-03-21,6.269,179.82,63.78,75.58,134.7,98.88,49.363,177.5,53.28,87.74,95.1
2022-03-22,6.307,178.5,64.66,76.542,134.6,99.04,50.42,176.8,53.48,87.64,94.98
2022-03-23,6.279,175.62,64.45,76.29,134.75,99.24,50.548,174.35,53.26,87.64,95.24
2022-03-24,6.253,174.16,64.41,76.308,134.7,99.98,50.426,172.1,53.34,87.64,95.2
2022-03-25,6.286,172.58,64.69,76.724,134.65,99.48,50.028,171.55,53.63,87.6,95.14
2022-03-28,6.26,175.26,64.84,76.908,134.3,99.66,50.116,173.65,53.89,87.48,94.96
2022-03-29,6.35,176.82,65.38,77.502,134.2,99.2,50.654,175.85,53.89,87.38,94.62
2022-03-30,6.314,179.28,65.16,77.178,134.0,99.02,50.746,177.5,53.85,,94.78
2022-03-31,6.275,179.5,64.96,77.098,134.15,99.24,50.304,177.3,54.14,87.36,94.86
2022-04-01,6.29,180.2,64.82,76.706,134.15,99.32,50.918,177.65,54.05,,94.58
2022-04-04,6.342,179.22,65.72,77.676,134.25,100.0,52.116,176.95,54.72,87.46,95.0
2022-04-05,6.344,181.02,65.84,77.89,134.05,99.92,51.646,178.75,55.33,,94.56
2022-04-06,6.2,178.48,64.64,76.436,133.85,99.82,50.908,176.05,55.08,87.28,94.48
2022-04-07,6.156,179.72,64.51,76.342,133.55,99.62,50.46,177.15,55.29,87.22,94.38
2022-04-08,6.229,180.48,65.22,77.228,133.6,99.72,50.908,177.4,56.04,87.2,94.32
2022-04-11,6.177,177.5,64.35,76.226,133.25,99.76,50.34,,55.55,87.08,94.04
2022-04-12,6.234,175.18,64.61,76.512,133.55,99.6,50.566,,55.56,87.3,94.16
2022-04-13,6.234,175.02,64.44,76.24,133.6,100.0,50.744,,55.27,,94.46
2022-04-14,6.277,,64.76,76.672,,,50.544,,55.74,,
2022-04-19,6.285,177.5,64.74,76.744,133.35,99.42,49.885,,55.26,87.1,93.74
2022-04-20,6.332,180.0,64.77,76.92,133.45,99.54,49.547,177.85,55.41,87.42,94.4
2022-04-21,6.309,178.46,64.69,76.866,133.3,99.0,48.998,177.95,55.24,87.3,93.78
2022-04-22,6.16,175.98,63.24,75.04,132.9,98.64,48.787,175.25,54.41,86.94,93.3
