ACWI,SPY,TLT,VWO
0.00860138228208118,0.0150034155092751,-0.0308656580275724,0.0176926916485463
-0.0832440233620364,-0.0922653183542552,0.022561438991838,-0.10324289499576
-0.032075068276499,-0.00902640642503894,-0.0072822254206022,-0.04837356456007
-0.0168566827521599,0.0153354972578148,0.023396013320915,-0.0824751770246612
-0.130803050409821,-0.104679156697815,0.0110217409812758,-0.169448165151705
-0.20341934541521,-0.180547079542984,-0.0218430231648021,-0.318345575001251
-0.0916362859911728,-0.0721477525195402,0.130024218145999,-0.0904429612359325
0.0532107291636419,0.00166363406308889,0.121266238717274,0.0231769603525476
-0.12083360277046,-0.0856824273606325,-0.140076180889122,-0.0933181240913408
-0.102155657581413,-0.11367163301944,-0.0181885359585436,-0.0240407641359623
0.0881351116728943,0.0728898164364482,0.0369038639675621,0.116934520342304
0.120250893553332,0.0947155483563202,-0.0749159962629342,0.16079846044071
0.0997107376235227,0.0568088345787485,-0.0406818507790607,0.16457676789257
-0.0232134667121695,-0.00628798520741558,0.00423865772260612,-0.0248305511297349
0.0900511088008154,0.0719538716377706,0.00253456537891594,0.103504650311196
0.0292448752408347,0.0362736800768131,0.0187038622432709,-0.00710937143389234
0.0474903800311557,0.030091165560477,0.0211009075014488,0.0949468347599241
-0.0273648531223101,-0.0194125038275352,-0.0296257507544748,-0.0244331171422161
0.0525661118030714,0.0597836533306921,0.0088353414179192,0.0693474402071752
0.0118935747655544,0.01355156674013,-0.0723025297921929,0.0172206166831708
-0.0544220186684936,-0.0370192891927381,0.0265657577588287,-0.0696899346281481
0.021490241871549,0.0307180299176952,-0.00695729955488478,0.0186533231990125
0.0613718618197701,0.0549888426934402,-0.0239565267184592,0.0786992653738516
-0.00230093235955042,0.0153516231236113,0.0289619680280042,-0.00213751772370951
-0.0984480089568534,-0.0827889034614779,0.0463424150361265,-0.0962616673405483
-0.045237807025647,-0.0578740099130819,0.0529758159777645,-0.00551252420342729
0.0892474059426154,0.0660692287809246,-0.0125600881938439,0.0972465431394372
-0.0437554796702666,-0.0460235151182697,0.0773442569087486,-0.0258874918101566
0.0935759926696727,0.0804297672906635,-0.0284972376368975,0.108150735574593
0.0368056702557693,0.0374904252997395,-0.049444383028117,0.0305449908605135
-0.0221029149912559,0,-0.0202189102489241,-0.0287867084063258
0.0653222006290384,0.0594672581799829,-0.0445718690828052,0.0557300891948467
0.0106248340210211,0.0230328364728942,-0.0312964083753435,-0.0350838981279291
0.0305986490925534,0.0341476209678016,0.0128528104959571,-0.00172232184105647
-0.00864732939551782,-0.00421463391371812,-0.00292640185266535,0.0532844345973555
0.0470555870247145,0.0285499763831441,0.0189232844609331,0.0331521615750936
-0.0197236769388289,-0.0112778909210025,0.0293861319755413,-0.0298888536583024
-0.0296091206684825,-0.0219590846903763,-0.0271519793694583,-0.0100277455600697
-0.023061786343304,-0.0202073416934345,0.0397927696886899,-0.00618939960850229
-0.0764437030184162,-0.056544582130635,0.088958357526522,-0.0952480823762825
-0.110256520560218,-0.0771083238895232,0.121027153172569,-0.203811882513738
0.107275867916753,0.10359137300684,-0.0415811615644115,0.147630445828561
-0.0115474726282412,-0.00407204156091989,0.0171119853704811,-0.0172438783438116
-0.0206531888138906,0.00407204156091989,0.0281873952479126,-0.0660749124071689
0.0533306153131989,0.0453313898353764,-0.00330443529432234,0.102398860291101
0.0482761743050912,0.0424897833488318,-0.0287076805474911,0.0529102047843546
0.0110780947995126,0.0272845148348715,-0.0455594480864514,-0.0263352294916444
-0.0115066454324047,-0.00669806170935505,0.0446222756186971,-0.0211561957816433
-0.0973911655335789,-0.0619346868880193,0.0839951174443661,-0.112802528200206
0.0357345930413433,0.0346112565096917,-0.018987924661455,0.0490155796175409
0.00817259069977494,0.0117601189894625,0.0353116335021033,0.00200145220006132
0.0274295167545962,0.0247439512573386,-0.0153836903888074,0.00249631408094331
0.0266971812846752,0.0197109282670978,-0.0277861804461299,0.0393549643930902
-0.00515349788507846,-0.0183658256973764,-0.00694728219535623,-0.00552818459248705
0.0158054949521729,0.00564366784010151,0.0115254170935613,0.0126932315112946
0.0186843516734698,0.00182745178673027,-0.0293552858210964,0.0580173856097588
0.0369542413285484,0.0499230240931681,-0.0323718045271857,0.000673534517386276
-0.00100269209824733,0.0126781670795317,0.0100921217180723,-0.023845868281934
0.0180937403811443,0.0328302325987711,-0.0063486901049874,-0.0141188966537693
