ACWI,SPY,TLT,VWO
-0.00865483551868973,-0.00760104839862841,0.0152829591763242,-0.0179505663923027
0.00226501054492712,0.00380779332143621,-0.0056946868245964,-0.00179055174311982
-0.00251695263187823,-0.00281573781969069,-0.00492796087580061,-0.000448139333956377
0.00490227099741425,0.00531538430947887,-0.00663283458980768,0.00447229649751257
0.0056267351556718,0.0067577639106311,0.00350413350072643,0.00511850555509241
-0.00224691534271937,-0.00288185392445861,0.00885155024356354,0.00487160444076817
0.00747023027935967,0.00685380628486065,-0.0030384032544335,0.0136026435467027
-0.000868644247780104,-0.00152578601884557,0.00513093414785182,-0.0045866430779391
-0.000620963084967841,0.00225730746158437,0.00660968138969675,-0.00636876900694006
0.00730241937089904,0.00828397849424611,-0.00315561605656534,0.00505439042138534
0.00270937639842472,0.0031076970399111,-0.00858499948098324,0.00633676149456885
-0.00542601912318297,-0.00196011947887698,0.010450899975214,-0.0251446724598394
0.000741626207813262,0.000120754997974259,0.00350718234634062,0.00601272168075795
0.00012358233240839,0.00114621580495289,0.00697756975179953,-0.00914470158456604
-0.00831225928792101,-0.00893285853596826,0.00805600691016561,-0.00764736396754806
-0.0187367682752884,-0.016159270785999,0.0154348246474418,-0.0342208538442415
0.00934937808568748,0.010424653738216,-0.00786220530043291,0.0083760520924705
-0.00012569335252266,-0.000826366980095195,0.00973171791708083,0.00462323435323109
0,0.00324009936027014,0.000138370841357371,-0.013700438266032
-0.0177647293446297,-0.018324781429623,0.00908841345838596,-0.0179292877144248
0.00676237064136753,0.00740108389797189,-0.0024704969069802,0.00711585196250342
0.0170211320769376,0.0151262950114743,-0.0135585328870134,0.0235909178982934
0.00945636194825461,0.0114818396116059,-0.0109949449257991,0.00552491450307846
0.00197950897849886,0.00335920668867828,0.00449659589746698,-0.000459252757511575
-0.00657211623017773,-0.00534390991423006,0.012400875529015,-0.0136434106399737
0.00496404017272756,0.00743759561792956,0.00276574305367738,0.00626671312898308
0.00506272192082324,0.00173154978848977,-0.0050531080939642,0.0126452823385121
0.00662905565685623,0.00642210564149703,-0.00507887816083219,0.0127130284008596
-0.00453741335932634,-0.00106753616850597,0.00382890971879757,-0.0106589331564062
0.000982823538019595,0.0016008319963019,0.00436791265492875,-0.00205409524445344
-0.00393700907905448,-0.0025803258874646,0.00682542721372315,-0.00343292537453355
0.00418251728015306,0.00476984130991909,-6.86742509516947E-05,0.00821923843150518
-0.00578642709685973,-0.00411670860314572,0.00780291023723123,-0.0137364446971398
-0.00780911634247605,-0.0103516611333436,0.00929730939176032,-0.00369515069834403
-0.034949140016165,-0.0337278413923334,0.0148181112490731,-0.0358022322220148
-0.0259788498832405,-0.0307707506031409,0.00531035462099094,-0.00794519244593994
0.000925371133527975,-0.00368499626391916,-0.00531035462099094,0.00626513220950198
-0.0356436298591456,-0.0459514675368382,0.0107901940974315,-0.0243143505757608
-0.0105995436343207,-0.00421039057374184,0.022332336349602,-0.00271104561075664
0.0325397891430344,0.0423950046601229,-0.00886017189671229,0.0190667908161664
-0.0241334750519169,-0.0290503624763483,0.0154062373363484,-0.00485439711769597
0.0402124749327921,0.0411736370118589,-0.0106753660903989,0.0140133203908066
-0.0310600559840104,-0.0338067502413786,0.0245869920628348,-0.0193804327434752
-0.017973969784137,-0.0166692756330198,0.0507348479779468,-0.0190152770246081
-0.0783021360932725,-0.0813125230418672,0.0267423440616152,-0.0774698158555607
0.0449398656703721,0.0504505872938106,-0.0526184827780742,0.04914936689981
-0.0530577832491366,-0.0499767384502885,-0.0374918274343035,-0.0443119398475242
