ACWI,SPY,TLT
0.0269781597472978,0.0400948265647818,-0.00366979288409919
-0.0227952455816434,-0.0259754453362797,0.00492484080975864
0.0445121989347506,0.0375236462029642,-0.0307814750711701
0.00227882261415235,0.00805535403432511,-0.0102931399821831
0.0131902600565272,0.0135891130963453,-0.0022896928078282
-0.00827069820162585,-0.0186161413275752,0.00966820182876305
0.0324975215881782,0.0267099967015829,-0.00716075182200893
-0.0313656336531105,-0.0358226260252081,-0.000762482445308521
0.0125528237329355,0.0194977698008367,-0.0163694718230296
-0.0258382868542952,-0.0293544271179176,0.00530274502074413
-0.0206551052932218,-0.00102774488737278,-0.0210440247927783
-0.0212900184191023,-0.034142128716665,0.0105216418427343
-0.0193125918333572,-0.0312634241068368,0.0275644989554262
-0.0238449089143407,-0.00961243800972067,-0.00271164546901037
-0.0119285645167033,-0.0197488031870785,0.000977082698861764
0.00922048931960529,0.0171328105702226,-0.0187290585824282
-0.004180544291017,-0.00397678076512698,-0.00343316761023083
-0.00925937670109445,0.00540456160706704,0.0154120347355358
0.00904984205902526,0.0251255065045228,0.00501253182215322
-0.0143492716112297,0.0061647962249225,0.0112409410015166
-0.0023406886493138,-0.00400280950392151,0.0004298400553715
0.00255325131434958,-0.00665534613357455,0.00813180721425511
-0.0581839086761002,-0.0345201944040809,0.0173256713089449
0.00740490340600664,0.0133329842713694,-0.00567169779070298
0.00779432257864254,-0.0157470469329004,-0.010269543453103
-0.0256136940867839,-0.0266987671853496,0.0056242391143746
-0.119263389573039,-0.0909836198683038,0.0302263918149004
-0.205983938242531,-0.220563922641083,-0.0149990356665981
0.0322408281893027,0.0518524502369813,-0.0219163150396762
-0.101706373349896,-0.0684872086247657,0.0300127512902941
0.129088853929368,0.106589088907334,-0.04115374376196
-0.0264676278270124,-0.0311525656643754,0.0152870610220974
-0.0782664098792263,-0.0802735493741729,0.0096078026856663
-0.0863524061532797,-0.0855222473615269,0.0782872227780738
0.0994501578683456,0.124800609880535,0.0268421316601613
-0.031727680351584,-0.0242680831523154,0.0440404382033695
0.0504198110656708,0.0119829330019057,0.0169624828760924
0.00953299694374277,-0.00903037427991293,0.0843529197113098
-0.0140129849053667,-0.0117480534912122,-0.00788310096466205
0.0606623751347462,0.064423731162627,-0.0416639644750241
-0.0453851989186394,-0.0425222296281627,-0.0316072677987727
-0.0545235722278035,-0.046290192503502,0.0138309886653394
-0.0450280603295288,-0.0231918222144856,-0.0595698454888325
0.00243943998194496,-0.00337470219248548,-0.0372725929006679
0.0591288587420529,0.0488879090474574,-0.014172233691581
-0.0504647947032639,-0.0497333670741105,0.00117247442741331
-0.0763400859343757,-0.0666997571911212,0.0146369548958551
-0.0344796356858259,-0.0461264178016654,-0.019825731590231
-0.0653098805266694,-0.0701723186050094,0.0230921766771495
0.0893064293361774,0.098970416967874,-0.0147835799239946
0.0340395455651565,0.00811526397651541,0.0115171348370762
0.0500192880675909,0.0619197449237436,0.0061396912241376
0.0512587074204243,0.0319554709436787,-0.0158090763441381
0.0107897049133605,0.0182282394640145,-0.00555367242363758
0.0183668671262769,0.01469173602589,-0.00637102415179491
0.00953299694374277,-0.00483479882349602,-0.0111732736251344
0.0160003480487694,0.0140935670619387,-0.0350096365305088
0.074930182886654,0.0562984267342026,-0.0225992240529935
-0.0488190860065556,-0.0470118401542194,0.0321304291597899
0.0307532464155336,0.00348841366578423,-0.047093340603217
0.0372283926592876,0.0386718771906001,0.00681941268283293
0.0070571924619891,0.0215959243126944,-0.0470713704102153
0.0186713513695032,0.00558983436891403,0.00144602532930183
-0.0411442340478447,-0.0324953866358113,0.0189370536916362
-0.00692837263383073,-0.0021753824178532,0.031138374820916
-0.0181238200784715,-0.0223515921976381,-0.00307050150783361
-0.0235796894043707,-0.0208141452206236,0.0202599722511527
0.0680057169939232,0.067794621102415,-0.0532478202499132
0.0487364307670619,0.0409027349454973,0.00229896746321856
0.0141430666606861,0.00761927817276042,0.0360825217132588
0.0191581640806224,0.0238999371988733,-0.0466355394236766
-0.00260287207389176,-0.00405957324735518,0.0311165298862708
0.0198690699522568,0.0213985420732987,0.00448908598993114
0.00433402799480209,0.00397379767646644,0.0288017124219753
-0.00997076409749376,-0.0128506414855245,-0.0135616833721279
0.035587444015901,0.0262065876093507,0.0155284022184956
0.0225554584936121,0.0184411542817946,-0.00976828734233326
-0.0245411089161176,-0.0215001348205153,0.0229183269139561
-0.0221059260391079,-0.0189432467850059,0.0104574662384849
0.0500352131888233,0.0454906014709895,-0.0319148789097907
0.0153443289591224,0.0150823792816031,-0.00470347960110118
-0.00716333633960309,-0.00746648215915347,-0.00525211308182616
-0.0511292970692456,-0.0427205792850671,0.00870347705198693
0.0402871050374487,0.0338918933280876,-0.0259122629727999
0.0244089764138282,0.0229768400368284,0.00630171738708985
-0.00997865650931828,-0.00173478645432468,0.0126959446735535
-0.00310896020965545,0.00127853341296102,0.0133669361876771
0.0232017876461348,0.0130566949560524,-0.032257516157534
-0.0120071676099136,0.000900400500994714,-0.0134823813209444
-0.00856333973444956,-0.00813307869280244,0.0075725652651073
0.0149380620307142,0.020387829510736,-0.0337566498659658
-0.00471812049616327,-0.00928910652771098,0.00200445842954267
0.0298181599918994,0.027699635862513,-0.00669718401278541
-0.0057544180369824,-0.00815043562680629,0.0198487515168058
-0.0528496284792817,-0.0397629257886107,0.0100503157496954
-0.025636132144129,-0.0168055636398341,0.003363874505113
-0.0140811366625457,-0.00682082267974415,-0.00358125294603351
0.0173218491798566,0.0128552978915044,-0.019652615360914
0.0245833420284156,0.0282891249616579,-0.00823880740939043
-0.00633381267417743,-0.00360557025572295,0.0245153761614532
0.0404700854997171,0.0312039376699982,-0.0153900098769046
0.0102732313156091,0.0105351119290837,0.00232372678688808
0,0.00440740579123844,0.00858372999818347
0.0030152190026187,0.00524620082918936,-0.0256382191042803
0.0217624153311031,0.0104105487999231,0
0.0123861335459639,0.0147464223076259,0.000337283301572455
-0.00763877340177466,-0.00159057786238925,0.00984124732953617
0.0132185222448387,0.020318292100141,0.00277824258608739
-0.0344159040778562,-0.024936875747759,0.0221694402884625
-0.0880799846961216,-0.065655734073875,0.0367630189984975
0.0297419878297376,0.0233632410796352,-0.00735070600585175
-0.0416363765207772,-0.0428765116662095,0.036732732440095
0.00152636443030785,0.00238010119897147,-0.0198026303966143
-0.0234034043217743,-0.0235914824051813,0.013279323341421
0.0340229270555783,0.0264218659817699,-0.00389341930869858
0.0253303956390281,0.0185182385678191,0.00287031227855117
-0.0308788943155105,-0.0351584527549962,0.0138255792986213
-0.0481833830896234,-0.0539951759403419,0.0174143494954651
0.0569961928091418,0.0548291317605987,-0.0156995342744031
-0.012867550282178,-0.0121145401626812,0.0157987667367454
0.0354239623763486,0.0345545031124441,-0.0101706357136973
0.00756935304595796,-0.00126886929158854,0.00699098592991554
0.0233211961865329,0.0190430867717861,-0.00378906505123133
-0.0437175743981895,-0.0369774967927858,0.0216422543415975
-0.00622589503514615,-0.0072275962565076,0.0360044646353899
-0.00325278037137844,-0.00625029480890671,-0.00652826428831954
0.0366629288758915,0.0370191412196892,-0.0169438470928665
0.00385821192520908,0.00530651926516867,-0.0122391243854061
0.0162333551665808,0.00901907708815486,-0.00637289801073848
0.0254835569820266,0.0205013722672973,0.0178393564281372
0.00644270026966121,-0.00183061624755521,0.0106675424847893
0.021105976562795,0.0166995037367617,-0.00373509399639094
0.0104993978497592,0.009904418767122,-0.0386375471369309
-0.00200200606831036,0.00550733472910103,0.0110092918953608
-0.00178288469025656,0.00118222773280774,-0.00951443357965687
0.0367897081359532,0.0350767967661394,-0.0245979619007501
-0.0245958042588743,-0.0207483508538981,-0.0223963722908112
0.00351957785056811,0.00074850490487588,0.00810814009621019
-0.0242261016154939,-0.0124640690002416,0.00495718630301756
0.0340590389242688,0.0338482087131151,-0.0227140450267953
0.0032562214691807,0.0128554460678787,-0.0185072061249896
0.00605012188355181,-0.00144706432951836,0.000965677827984734
-0.00107768603215597,0.0104042188171638,-0.00333026640328171
0.00944420928078404,0.00119356709446805,0.0127240681876861
-0.00363835569373849,0.0109930277277881,-0.0189849029183984
0.023939308028734,0.0168464726723236,-0.00553779742609617
-0.00904222967545909,-0.00721862832014786,-0.00349040174466531
-0.0108315450135859,-0.00507630365558054,0.00436112266870392
0.0290423871316419,0.0265012823702158,-0.0344193848402155
0.00475944090741232,0.0148341988697975,0.00729235899057823
0.0163804450691778,0.0106113547793703,0.000335275552830083
-0.0172064901547087,-0.0164883968016234,0.0307005567536978
0.00638448377397216,0.00105739728911836,-0.016058035260337
-0.0220016669001284,-0.0123810392301467,0.00811591963788505
-0.0224967330190262,-0.0238216540535552,0.0206482230215048
0.0250119078807041,0.0273312839239752,-0.0138988493368402
0.0198970104770062,0.0139914618691606,0.000217013153322121
0.00654532299551391,-0.00218031958950427,-0.0253762745340298
-0.00983412038261289,-0.00619109069327095,0.0305693590809222
0.0183603998408031,0.0130917944277869,-0.000755650665768215
0.0243621754770653,0.0196149583244143,0.0138347525957876
-0.0288192577742086,-0.01648040709276,0.0124895813911809
-0.0124631425085324,-0.00119298901663623,0.000105202589107734
0.000411109110014074,-0.00321309961161376,0.00252098727891337
0.00348758135254901,-0.000748772911172146,0.0119924428072205
-0.00760621907618253,-0.0234163423324087,-0.00145227605849119
-0.0261329813304076,-0.0218596389729884,0.00837341485670518
-0.00957761445702632,-0.00431962516608575,-0.00247369599071856
-0.013781428467134,-0.00189084979197141,0.000825271648240644
0.0585307554435155,0.0545527090740814,-0.0351539906755312
-0.0057424807655555,0.00357778960757038,0.0184132767736704
-0.0216224035608219,-0.0203696884148163,0.00835334729457582
0.0244977268315272,0.0217081371046994,-0.00124851869745957
-0.0335762287483523,-0.0397915397807118,0.0192818790773588
-0.0833355114206662,-0.074209089011327,0.043954354223505
-0.015565466603551,-0.0164571224456358,0.0312690828228357
-0.0516506702762869,-0.0475041931370654,0.0519561172617564
0.0365524972072429,0.046233478210195,-0.0246723712288324
0.00663349471943464,-0.00101774876681926,0.0363841424262237
-0.0348382847115563,-0.016512334217925,0.0106092140151999
0.0383739755740633,0.0471785484464018,-0.0130119228237042
-0.080572282975464,-0.0679236248569222,0.0737451974316867
-0.00229797509185037,-0.00344082024106029,-0.000248303429580155
0.02399409916893,0.0223726674109894,-0.0214198716306209
0.0691758434370215,0.0575952398872772,-0.0369567102228485
0.00232617665606627,0.0113573178335527,-0.00722215324987108
0.0485245806694477,0.0366672485679409,-0.0148718017328342
-0.0390436485241006,-0.0245604491895435,0.0440538393407683
0.00298750226199163,0.00935994992597955,-0.00715121139681774
-0.0438574852733882,-0.0376492356125242,0.0314081295361959
-0.0557068196277388,-0.0473402173837023,0.0121597793560282
0.0836046176668761,0.0706762075169172,-0.0180426180785016
0.00511631861888473,0.00948556332273576,-0.0164014751053099
-0.0416826183488932,-0.0360239786548027,0.0469483415461109
0.0241321505737289,0.0387176606401036,-0.033670441246529
-0.00449551080420463,-0.00706660125808334,0.0248844119382117
0.00708894873021659,0.0174563027675321,-0.0210024938662157
0.00820730296669714,0.00880923469992734,0.0179462592915485
0.0339793837943883,0.0238517437818961,-0.0327952865314005
0.0101067848918843,-0.000985628634349922,0.0093593676475372
0.0253737055891836,0.020424091508227,-0.0128704280452823
-0.0100724061192263,-0.00133873340832125,0.00359649448578914
0.0187492004231924,0.0151423140646187,-0.00351069447574304
0.00903042003402055,0.00380470950399126,0.00786058526038769
0.000428000373390969,0.00277133269804875,-0.00298315560540718
-0.00299985663400859,0.00189180615943485,-0.0101236304841699
0.0187080517128608,0.0196500771472303,-0.0399349536969522
-0.0118645753400402,-0.00464376017469448,0.015847899205351
0.00594992399524319,0.0082721979055389,-0.00896152711370757
-0.0181726496644137,-0.00727019813611918,0.00630810773698265
