ACWI,TLT,,
-0.00865483551868973,0.0152829591763242,,
0.00226501054492712,-0.0056946868245964,,
-0.00251695263187823,-0.00492796087580061,,
0.00490227099741425,-0.00663283458980768,,
0.0056267351556718,0.00350413350072643,,
-0.00224691534271937,0.00885155024356354,,
0.00747023027935967,-0.0030384032544335,,
-0.000868644247780104,0.00513093414785182,,
-0.000620963084967841,0.00660968138969675,,
0.00730241937089904,-0.00315561605656534,,
0.00270937639842472,-0.00858499948098324,,
-0.00542601912318297,0.010450899975214,,
0.000741626207813262,0.00350718234634062,,
0.00012358233240839,0.00697756975179953,,
-0.00831225928792101,0.00805600691016561,,
-0.0187367682752884,0.0154348246474418,,
0.00934937808568748,-0.00786220530043291,,
-0.00012569335252266,0.00973171791708083,,
0,0.000138370841357371,,
-0.0177647293446297,0.00908841345838596,,
0.00676237064136753,-0.0024704969069802,,
0.0170211320769376,-0.0135585328870134,,
0.00945636194825461,-0.0109949449257991,,
0.00197950897849886,0.00449659589746698,,
-0.00657211623017773,0.012400875529015,,
0.00496404017272756,0.00276574305367738,,
0.00506272192082324,-0.0050531080939642,,
0.00662905565685623,-0.00507887816083219,,
-0.00453741335932634,0.00382890971879757,,
0.000982823538019595,0.00436791265492875,,
-0.00393700907905448,0.00682542721372315,,
0.00418251728015306,-6.86742509516947E-05,,
-0.00578642709685973,0.00780291023723123,,
-0.00780911634247605,0.00929730939176032,,
-0.034949140016165,0.0148181112490731,,
-0.0259788498832405,0.00531035462099094,,
0.000925371133527975,-0.00531035462099094,,
-0.0356436298591456,0.0107901940974315,,
-0.0105995436343207,0.022332336349602,,
0.0325397891430344,-0.00886017189671229,,
-0.0241334750519169,0.0154062373363484,,
0.0402124749327921,-0.0106753660903989,,
-0.0310600559840104,0.0245869920628348,,
-0.017973969784137,0.0507348479779468,,
-0.0783021360932725,0.0267423440616152,,
0.0449398656703721,-0.0526184827780742,,
-0.0530577832491366,-0.0374918274343035,,
-0.103433623982171,0.00617778116408108,,
0.0691936412218537,-0.0228625263000497,,
-0.118955176192598,0.0627545870778263,,
0.0605832122995622,-0.0690103530779771,,
-0.0619916954924333,-0.0580662175737894,,
0.00632247661128726,0.0268614216584142,,
-0.0322005504962633,0.0725025384291325,,
-0.0178771545696774,0.0403828798772992,,
0.0782145587583765,-0.0187898647991256,,
0.0270354909872346,-0.00227383953829818,,
0.0513429992385444,0.00490981149084657,,
-0.0297099090472459,0.0263427551214752,,
0.0218097258697814,-0.0082629630447757,,
-0.00748353493966025,-0.00815004099928718,,
-0.0469538919548107,0.012469617913724,,
0.0199011665932227,0.006325812222304,,
-0.015055290127223,0.00237667306900935,,
0.0598496331770493,-0.00261470581933576,,
0.00109846533603708,-0.0105276394232794,,
0.0238660748596091,-0.00730264699252725,,
0.0144433818495244,0.00181556002205063,,
-0.00803215312296235,-0.00917183510560626,,
0.0253901174478841,-0.000244162974317064,,
-0.0252379358442099,0.0261444713554706,,
