Date,ACWI,TLT
2020-01-03,-0.00865483551868973,0.015282959176324162
2020-01-06,0.002265010544927115,-0.0056946868245963955
2020-01-07,-0.002516952631878233,-0.004927960875800608
2020-01-08,0.004902270997414249,-0.006632834589807679
2020-01-09,0.005626735155671803,0.003504133500726425
2020-01-10,-0.002246915342719369,0.008851550243563544
2020-01-13,0.007470230279359669,-0.003038403254433497
2020-01-14,-0.0008686442477801037,0.005130934147851818
2020-01-15,-0.0006209630849678405,0.006609681389696753
2020-01-16,0.007302419370899038,-0.0031556160565653357
2020-01-17,0.0027093763984247232,-0.008584999480983235
2020-01-21,-0.005426019123182968,0.010450899975213979
2020-01-22,0.0007416262078132618,0.0035071823463406204
2020-01-23,0.00012358233240838956,0.006977569751799528
2020-01-24,-0.008312259287921009,0.008056006910165614
2020-01-27,-0.018736768275288362,0.015434824647441836
2020-01-28,0.009349378085687476,-0.007862205300432912
2020-01-29,-0.00012569335252266,0.009731717917080829
2020-01-30,0.0,0.00013837084135737143
2020-01-31,-0.017764729344629693,0.009088413458385958
2020-02-03,0.006762370641367532,-0.002470496906980202
2020-02-04,0.017021132076937562,-0.013558532887013364
2020-02-05,0.00945636194825461,-0.01099494492579911
2020-02-06,0.001979508978498856,0.004496595897466982
2020-02-07,-0.006572116230177727,0.012400875529015032
2020-02-10,0.004964040172727557,0.002765743053677383
2020-02-11,0.005062721920823243,-0.005053108093964198
2020-02-12,0.006629055656856231,-0.00507887816083219
2020-02-13,-0.004537413359326337,0.0038289097187975685
2020-02-14,0.0009828235380195949,0.004367912654928752
2020-02-18,-0.0039370090790544765,0.006825427213723145
2020-02-19,0.004182517280153064,-6.867425095169466e-05
2020-02-20,-0.005786427096859725,0.007802910237231231
2020-02-21,-0.007809116342476052,0.009297309391760322
2020-02-24,-0.034949140016165,0.014818111249073063
2020-02-25,-0.025978849883240507,0.0053103546209909425
2020-02-26,0.0009253711335279746,-0.0053103546209909425
2020-02-27,-0.0356436298591456,0.010790194097431538
2020-02-28,-0.010599543634320696,0.022332336349601967
2020-03-02,0.03253978914303435,-0.008860171896712288
2020-03-03,-0.024133475051916875,0.015406237336348383
2020-03-04,0.04021247493279212,-0.010675366090398875
2020-03-05,-0.031060055984010404,0.024586992062834767
2020-03-06,-0.01797396978413701,0.050734847977946806
2020-03-09,-0.07830213609327252,0.026742344061615242
2020-03-10,0.044939865670372114,-0.05261848277807424
2020-03-11,-0.05305778324913657,-0.03749182743430346
2020-03-12,-0.10343362398217071,0.006177781164081075
2020-03-13,0.06919364122185367,-0.0228625263000497
2020-03-16,-0.11895517619259799,0.06275458707782633
2020-03-17,0.060583212299562206,-0.0690103530779771
2020-03-18,-0.06199169549243333,-0.05806621757378938
2020-03-19,0.006322476611287264,0.02686142165841421
2020-03-20,-0.03220055049626325,0.07250253842913246
2020-03-23,-0.017877154569677423,0.04038287987729916
2020-03-24,0.07821455875837646,-0.01878986479912559
2020-03-25,0.027035490987234567,-0.0022738395382981835
2020-03-26,0.05134299923854435,0.004909811490846572
2020-03-27,-0.029709909047245908,0.026342755121475214
2020-03-30,0.02180972586978136,-0.008262963044775695
2020-03-31,-0.007483534939660252,-0.008150040999287178
2020-04-01,-0.0469538919548107,0.01246961791372403
