ACWI,SPY,TLT,VWO
-0.0156913055256784,0.00349178069465328,0.00355199217532842,0.00586632172555435
0.0266095887121574,0.0345555220886444,-0.0206518675450731,0.0290331585020289
0.0109955467759244,0.00065856603817771,0.00212694912513012,-0.000206677056957538
0.00564700007313324,0.00248408361842412,0.00222846265738674,0.0104842594928418
-0.000582670288238774,-0.00109512587511773,0.00907467070312862,-0.00173981313982097
0.00581170237461581,0.000511282265353685,-0.00526594177453887,0.00490450929137598
0.00616215493034522,-0.00102271454943814,-0.00349071282886193,-0.00204057762760179
-0.0187972055114067,-0.0072621295497477,0.0103310609058642,-0.00779253523892098
0,0.00139784784313957,-0.00336169766572958,0.0171450293855377
-0.0159718973751977,-0.0195997313455871,0.0067121321730248,-0.0185871329214922
0.00396741144976653,-0.00337961503124706,-0.00587062763918134,0.00133914264046675
0.00276795757105797,0.00232943577187505,-0.0124842956562228,0.0168431636894084
0.0135309175944669,0.02673342553366,-0.00984279003326805,0.0207370283762605
0.0133502734255875,0.00146036492954416,-0.00172176585721751,-0.00616613342339756
0.0108956388938717,0.0103800349991321,-0.000861995885280464,0.0100254167099938
0.00455239180730027,0.000505413319983106,0.00398045552154791,0.00973026374830299
-0.00912552984333104,-0.00441246763319736,0.00342979647517705,-0.00874311189248145
0.00247975454256677,-0.00159617836820836,-0.0033224140478767,0.0122580600220852
0.000380888443964889,0.00434724699231559,-0.00851712233378432,-0.005865104580284
0.00399131766365146,0.00921133972343213,-0.005863855597247,0.00946488223932773
0.0081232201481618,0.000214867874024804,0.00304479119618417,-0.00907279327774857
-0.0115433318141398,-0.00394678161861606,0.00379299812968448,-0.0169998284032631
0.0134230029068014,-0.00591338951870224,0.00711367163229149,0.0162154966860482
-0.00300921511981844,0.0204746268716161,-0.00355051028897169,0.0143144878116308
0.00619658393552225,0.00275978948802269,-0.0126906434770167,0.0067450338250663
0.00280403079086389,-0.00481684493423629,0,-0.0031740920331802
0.00669771081177206,0.00862562757204621,-0.00723057127972293,0.00882413312632124
-0.0168291468779409,-0.0179711390006458,0.00427889625379674,-0.0237715227164341
0.00338856327241777,-0.00258361418367858,0.00893746902031989,0.00370910381881417
-0.00433185619873866,-0.00187017078106067,0.00368240783436935,-0.00517704481601422
0.010140949169493,0.0111685927115133,-0.00151465342368784,0.00770698812391979
0.00112047391757608,0.000142300943489104,-0.0109957249743315,0.00368607705027157
0.00223711743157562,0.002062283717021,0.000437790485212197,0.00212787798639313
0.0105585807879867,0.0124251121118819,0.00904098340984572,0.0200867441171262
0.0084404002815468,0.000911707217677638,-0.00412914731904746,0.0109249877234254
-0.000365505450242942,0.00273003830954099,0.00130579724289692,0.00495211263588224
-0.00991927547374738,-0.00814213561198418,0.00520612187762382,-0.0236725548519381
-0.00685376288109252,-0.0170591517331529,0.000216296841312413,-0.00785670136316474
0.00148591837942025,0.000143290420831832,-0.0118588815876768,0.0113817156934033
-0.0157130082274479,-0.0134946674104439,0.00436818318053511,-0.0268918994057765
