ACWI,SCZ,SPY,XLK,VWO
-0.00865483551868973,-0.0126513164605608,-0.00760104839862841,-0.0113068891662422,-0.0179505663923027
0.00226501054492712,0.000644448479272697,0.00380779332143621,0.00237967908907777,-0.00179055174311982
-0.00251695263187823,-0.0024187954605841,-0.00281573781969069,-0.000432255429039685,-0.000448139333956377
0.00490227099741425,-0.000322952663570852,0.00531538430947887,0.0106436042123876,0.00447229649751257
0.0056267351556718,0.00386850389445748,0.0067577639106311,0.011271892508141,0.00511850555509241
-0.00224691534271937,-0.00516129685800237,-0.00288185392445861,-0.0023290421584159,0.00487160444076817
0.00747023027935967,0.00483948739607065,0.00685380628486065,0.0124290658616779,0.0136026435467027
-0.000868644247780104,-0.000482877744543586,-0.00152578601884557,-0.00472165975366412,-0.0045866430779391
-0.000620963084967841,0,0.00225730746158437,0.00115625816089615,-0.00636876900694006
0.00730241937089904,0.00433771190421961,0.00828397849424611,0.0133571719252377,0.00505439042138534
0.00270937639842472,0.000320571526192914,0.0031076970399111,0.00671526375531162,0.00633676149456885
-0.00542601912318297,-0.00610837877536241,-0.00196011947887698,-0.000411955871784109,-0.0251446724598394
0.000741626207813262,0.00370161429160998,0.000120754997974259,0.0035987748498103,0.00601272168075795
0.00012358233240839,-0.00241257097670289,0.00114621580495289,0.00471021846875619,-0.00914470158456604
-0.00831225928792101,-0.00646202109146454,-0.00893285853596826,-0.00471021846875619,-0.00764736396754806
-0.0187367682752884,-0.0196405782398532,-0.016159270785999,-0.0241000516578902,-0.0342208538442415
0.00934937808568748,0.00658983473453834,0.010424653738216,0.0189549487413139,0.0083760520924705
-0.00012569335252266,-0.00131452253980324,-0.000826366980095195,0.00257586046514113,0.00462323435323109
0,-0.00164552404035057,0.00324009936027014,0.00860657311589375,-0.013700438266032
-0.0177647293446297,-0.013429719642299,-0.018324781429623,-0.0278269295209403,-0.0179292877144248
0.00676237064136753,-0.00200499534368603,0.00740108389797189,0.0131306025642184,0.00711585196250342
0.0170211320769376,0.0180662928928346,0.0151262950114743,0.0258560867533086,0.0235909178982934
0.00945636194825461,0.010620109815215,0.0114818396116059,0.00583438132783343,0.00552491450307846
0.00197950897849886,-0.0016265207695465,0.00335920668867828,0.00908601601208314,-0.000459252757511575
-0.00657211623017773,-0.0108020664637101,-0.00534390991423006,-0.00918626684587487,-0.0136434106399737
0.00496404017272756,0.00410543311039824,0.00743759561792956,0.0134510915786805,0.00626671312898308
0.00506272192082324,0.00881064448846303,0.00173154978848977,-0.00337071768419861,0.0126452823385121
0.00662905565685623,0.00372922261079456,0.00642210564149703,0.0107661070394487,0.0127130284008596
-0.00453741335932634,-0.00372922261079456,-0.00106753616850597,-0.0026560861191145,-0.0106589331564062
0.000982823538019595,-0.000812595346278755,0.0016008319963019,0.00432478018922478,-0.00205409524445344
-0.00393700907905448,-0.0111166174987787,-0.0025803258874646,-0.00373388712979583,-0.00343292537453355
0.00418251728015306,0.00557372488681285,0.00476984130991909,0.0118413975327663,0.00821923843150518
-0.00578642709685973,-0.00508068882299995,-0.00411670860314572,-0.0104641283770661,-0.0137364446971398
-0.00780911634247605,-0.00593278946080922,-0.0103516611333436,-0.0226694808005323,-0.00369515069834403
-0.034949140016165,-0.0422003544903768,-0.0337278413923334,-0.0422098960409816,-0.0358022322220148
-0.0259788498832405,-0.0168655867825507,-0.0307707506031409,-0.0325171556357251,-0.00794519244593994
0.000925371133527975,-0.00245785572993906,-0.00368499626391916,0.00454101957371211,0.00626513220950198
-0.0356436298591456,-0.0352420204745583,-0.0459514675368382,-0.0554465750705697,-0.0243143505757608
-0.0105995436343207,-0.00657650885387495,-0.00421039057374184,0.00761071202995023,-0.00271104561075664
0.0325397891430344,0.0150980223203514,0.0423950046601229,0.0562149689709779,0.0190667908161664
-0.0241334750519169,-0.00543084677142947,-0.0290503624763483,-0.0387159522614651,-0.00485439711769597
0.0402124749327921,0.0238554588654312,0.0411736370118589,0.0420266569624017,0.0140133203908066
-0.0310600559840104,-0.0331561242915686,-0.0338067502413786,-0.0320686026090451,-0.0193804327434752
-0.017973969784137,-0.012537042603888,-0.0166692756330198,-0.0213649843512673,-0.0190152770246081
-0.0783021360932725,-0.0779114158876739,-0.0813125230418672,-0.0789560531287945,-0.0774698158555607
0.0449398656703721,0.0339149456157948,0.0504505872938106,0.064568897569762,0.04914936689981
-0.0530577832491366,-0.0551987979180137,-0.0499767384502885,-0.0483908759061524,-0.0443119398475242
-0.103433623982171,-0.121400549943987,-0.100568860566243,-0.102702727034855,-0.10595646551831
0.0691936412218537,0.0370118546072464,0.0820280921987333,0.110932273526385,0.0677004973205038
-0.118955176192598,-0.115167225075322,-0.115886537477016,-0.148662406188183,-0.128846858942127
0.0605832122995622,0.0244608037313903,0.0525849209492364,0.0658641641991444,0.060848304635948
-0.0619916954924333,-0.0575174428789773,-0.0519597510025376,-0.0384055370570762,-0.0848994884169723
0.00632247661128726,-0.00362599173337985,0.00212272254132895,0.00361369117758859,0.00550252493794812
